行政区,POI业务类型,POI名称,外文/地图名,POI细分类型,地理位置描述,引用小红书帖子数,名称直接命中帖子数（非热度）,现库匹配状态,现库匹配记录,固定实体审核,最终处理结论,适合人群,主要到访/入住理由,证据样例标题,证据样例URL,重要口径
清莱府,住宿酒店,新生旅舍,Shin Sane Guest House,旅馆,村中心,69,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合预算游,1970年开业、老兵后代经营、最便宜,Since 1970的新生旅社，藏着半个世纪的故事,https://www.xiaohongshu.com/explore/6a799ca50000000033010cd8?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
清莱府,住宿酒店,Mae Salong Flower Hills,Mae Salong Flower Hills,度假酒店,去满星叠路上,69,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合度假,很漂亮、在半山腰,环游世界第55城——泰国美斯乐！,https://www.xiaohongshu.com/explore/67c5d71300000000290348c3?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
清莱府,住宿酒店,Meeting Hotel & Coffee,Meeting Hotel & Coffee,民宿,古城北面,69,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合自由行,老板娘中国人、房间干净、一楼可喝咖啡,清迈、清莱之旅——住宿篇,https://www.xiaohongshu.com/explore/66e67972000000000c018696?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
清莱府,住宿酒店,Taara Montana,Taara Montana,高端民宿,山顶,69,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合拍照,清莱最火民宿、随手拍大片、需提前2-3月预定,山顶民宿清莱清迈-清莱-美斯乐泰北旅拍,https://www.xiaohongshu.com/explore/62e37ed9000000000e031891?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
沙敦府,住宿酒店,阿南亚酒店,Ananya Lipe Resort,度假村,丽贝岛日出沙滩,70,3,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,追求舒适、带泳池房需求,泳池房、干净、但联通泳池房有落叶虫子问题,"丽贝岛从夯到拉测评2.0
丽贝岛（有）美食（吗）攻略🌚
丽贝岛最干净&最舒服的泰式按摩💆‍♀️","https://www.xiaohongshu.com/explore/69fb0721000000002301dd8a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69a1add3000000002801f0bb?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a2c3acc000000003501e054?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
沙敦府,住宿酒店,安达度假村,Anda Resort,度假村,丽贝岛日落沙滩,70,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,追求日落景观、预算充足,日落沙滩位置、但餐厅定价偏高,丽贝岛6天 不愿意醒的一场梦💙🪼,https://www.xiaohongshu.com/explore/6a3e8c2b0000000016026d46?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
沙敦府,住宿酒店,邦达亚度假村,Bundhaya Resort,度假村,丽贝岛芭提雅海滩,70,5,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,追求性价比、喜欢热闹,离码头和步行街近、泳池干净、早餐丰盛、有fire show,"丽贝岛十月度假村一住一个不支声
🏝️春节丽贝岛四天三晚酒店记录～✨
丽贝岛｜旅行攻略—住宿篇🏠
丽贝岛酒店｜Bundhaya resort 尊滴好舒服
丽贝岛必看最详细的攻略！无广纯个人感受","https://www.xiaohongshu.com/explore/6a619366000000000f03f1dd?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69aad9ee000000001a027011?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/697f1e2e000000001a01c117?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/670df273000000001600f063?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a57577f000000000702a33d?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
沙敦府,住宿酒店,本德哈亚别墅,Bundhaya Villas,别墅,丽贝岛芭提雅海滩,70,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,追求性价比、多人出行,豪华阳台房1400/晚、面积大、早餐好、海鲜多,"丽贝岛｜旅行攻略—住宿篇🏠
丽贝岛旅行 住宿篇","https://www.xiaohongshu.com/explore/697f1e2e000000001a01c117?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6902f0920000000004002f68?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
沙敦府,住宿酒店,避暑山庄酒店,Mountain Resort,度假村,丽贝岛北角,70,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,追求性价比、想看拖尾沙滩,拖尾沙滩view、早餐丰盛、泳池大、北角唯一酒店,"🏝️春节丽贝岛四天三晚酒店记录～✨
🇹🇭泰国丽贝岛｜4家酒店真实入住体验","https://www.xiaohongshu.com/explore/69aad9ee000000001a027011?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6980ad77000000002103e69e?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
沙敦府,住宿酒店,布洛卡萨酒店,Blokasa Hotel,酒店,丽贝岛日落沙滩,70,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,追求日落景观、预算充足,日落沙滩、冰淇淋小车梦幻、沙滩晚餐氛围好,"丽贝岛（有）美食（吗）攻略🌚
丽贝岛美食夯与拉（二）","https://www.xiaohongshu.com/explore/69a1add3000000002801f0bb?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a029f730000000037036e1e?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
沙敦府,住宿酒店,丽贝崖度假村,The Cliff Lipe,度假村,丽贝岛日落沙滩,70,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,追求私密度假、情侣,私人沙滩、房间少安静、网红日落餐厅、适合躺平,🏝️春节丽贝岛四天三晚酒店记录～✨,https://www.xiaohongshu.com/explore/69aad9ee000000001a027011?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
沙敦府,住宿酒店,马里度假村,Sunrise Beach Mari Resort,度假村,丽贝岛日出沙滩,70,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,追求热带氛围、带泳池需求,房间大、热带装修、泳池大、餐厅临海,🇹🇭泰国丽贝岛｜4家酒店真实入住体验,https://www.xiaohongshu.com/explore/6980ad77000000002103e69e?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
沙敦府,住宿酒店,撒丽萨度假酒店,Salisa Resort,度假村,丽贝岛日出沙滩,70,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,追求性价比、想看日出,淡季360R/晚、独立别墅、出门即沙滩、早餐包含,"丽贝岛酒店评价—Salisa Resort
丽贝岛住宿篇01","https://www.xiaohongshu.com/explore/6785f3cb000000000203efcc?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68345a5300000000220355f6?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
沙敦府,住宿酒店,塞伦迪皮蒂度假酒店,Serendipity Resort,度假村,丽贝岛日出沙滩,70,4,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,追求度假感、情侣、亲子,悬崖景观、私人沙滩、早餐送房间、浮潜条件好,"丽贝岛～塞伦酒店怎么样❓泳池别墅超细介绍
🇹🇭泰国丽贝岛｜4家酒店真实入住体验
丽贝岛从夯到拉测评2.0
10.25丽贝岛玻璃海～📍日出海滩 餐饮&Spa","https://www.xiaohongshu.com/explore/66d1ed73000000001f03fd74?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6980ad77000000002103e69e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69fb0721000000002301dd8a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/671ccb26000000001600f616?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
沙敦府,住宿酒店,十月度假村,Ten Moon Resort,度假村,丽贝岛日落沙滩,70,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,预算有限、对房间要求不高,淡季性价比高、可看日出、沙滩可浮潜到对面小岛,"丽贝岛十月度假村一住一个不支声
丽贝岛必看最详细的攻略！无广纯个人感受","https://www.xiaohongshu.com/explore/6a619366000000000f03f1dd?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a57577f000000000702a33d?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
沙敦府,住宿酒店,田园概念酒店,Idyllic Concept Resort,度假村,丽贝岛日出沙滩,70,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,带老人家庭、追求性价比,服务最好、早餐丰富、花园景观、挨着塞伦不用爬楼梯,丽贝岛日记2-田园概念酒店测评,https://www.xiaohongshu.com/explore/68987bb60000000002001a48?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
沙敦府,住宿酒店,瓦皮度假村,Wapi Resort,度假村,丽贝岛日出沙滩,70,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,追求海景、预算中等,日出沙滩海景漂亮、吊床、皮划艇100泰铢不限时,"丽贝岛｜旅行攻略—住宿篇🏠
丽贝岛一次面朝大海的泰式马杀鸡","https://www.xiaohongshu.com/explore/697f1e2e000000001a01c117?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/698765fd000000001b014107?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
沙敦府,住宿酒店,Casa de Lipe,Casa de Lipe,度假村,丽贝岛日出沙滩,70,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,追求性价比、人均500+,私人泳池、酒店内海干净、有猴子需注意,丽贝岛🇹🇭住进了理想度假酒店🏖️人均500➕,https://www.xiaohongshu.com/explore/67bd61e0000000002a00dbb5?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,住宿酒店,A List Hotel,A List Hotel Songkhla,豪华酒店,市中心,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,追求奢华体验,"巴洛克宫廷风装修,水晶灯金饰装饰,约1400泰铢/晚",🇹🇭 宋卡：住进贵妇酒店,https://www.xiaohongshu.com/explore/661233e1000000001a017f5a?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,住宿酒店,Bestier Hotel Hatyai,Bestier Hotel Hatyai,精品酒店,市区,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,自驾旅客、喜欢安静,"2024年新开业,干净现代,免费Parking和迎宾饮料",自驾去合艾住哪里？100+马币住到超新的酒店！,https://www.xiaohongshu.com/explore/6a54f1320000000008009c00?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,住宿酒店,Centara Hotel Hatyai,Centara Hotel Hatyai,四星酒店,Lee Garden商圈内,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,追求便利的购物+按摩爱好者,"楼下即Lee Garden夜市和按摩街,地理位置极佳",🇲🇾🇹🇭合艾｜酒店开箱🛏️实住对比推荐,https://www.xiaohongshu.com/explore/6958a218000000001f009b14?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,住宿酒店,Laguna Grand Hotel & Bar,Laguna Grand Hotel & Spa Songkhla,度假型酒店,Phawong区,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,情侣/家庭/亲近自然,"远离城市喧嚣,周围树木河边,日出日落景观好",🇹🇭宋卡酒店推荐|远离城市的喧嚣首选🏨,https://www.xiaohongshu.com/explore/6618d852000000000401a2fb?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,住宿酒店,New Season Square Hotel,New Season Square Hotel,商务酒店,市区,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,商务+休闲,"位置便利,转个弯就到猪肉饭餐厅",泰好吃｜合艾 宋卡府 带孩子吃什么？,https://www.xiaohongshu.com/explore/69e7974e000000002202b135?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,住宿酒店,Sakol Hotel,Sakol Hotel Hatyai,三星酒店,市中心,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,预算有限但要求位置便利,"步行数分钟到Lee Garden,部分房型已翻新",🇲🇾🇹🇭合艾｜酒店开箱🛏️实住对比推荐,https://www.xiaohongshu.com/explore/6958a218000000001f009b14?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,住宿酒店,Solis Beach Hotel & Rajamangala,Solis Beach Hotel Rajamangala,海滨酒店,Bo Yang区,42,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,家庭/海景爱好者,"对面就是大海滩,房间大,2大2小不挤,Rm200+性价比高","泰国宋卡不可错过的住宿
宋卡酒店🏨推薦｜療癒系酒店天花板｜無敵海景","https://www.xiaohongshu.com/explore/66c1bec00000000009015735?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68d52daa000000000e033324?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,住宿酒店,The Signature Hotel Airport,The Signature Hotel Airport Hatyai,机场酒店,机场旁,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,转机/早班机旅客,"步行十来分钟到机场,装修现代,泳池大",合艾—丽贝岛酒店分享篇,https://www.xiaohongshu.com/explore/699bdc7e000000000a02f53e?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,住宿酒店,Touch Warin Pool Villa,Touch Warin Pool Villa,泳池别墅,阁遥岛,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,家庭/团体,"两间房三间厕所五张床,私人泳池+卡啦OK+BBQ工具",合艾（宋卡）住宿,https://www.xiaohongshu.com/explore/69ca29fa000000001a03311f?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,住宿酒店,Baan B&B,班B&B,民宿,,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,深度体验,"丰富早餐,主人热情",在素可泰找到了人生咖啡馆！附1️⃣日吃喝攻略,https://www.xiaohongshu.com/explore/697ace65000000001a02c74e?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,住宿酒店,Le Charme Sukhothai,勒查梅素可泰,度假酒店,历史公园入口1公里,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,情侣/拍照,"""莫奈花园""风格,每间带私人阳台",素可泰｜被问爆了的莫奈花园酒店！,https://www.xiaohongshu.com/explore/6793c6a000000000290126f3?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,住宿酒店,Old City Boutique House,老城精品屋,民宿,"历史公园步行距离,711路口",42,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,预算游,"老夫妻经营,双床房不到100元/晚,干净,需现金支付","🇹🇭攻略｜泰国素可泰餐厅、民宿、乘车推荐‼️
120r 泰国6城火车游第三站：素可泰","https://www.xiaohongshu.com/explore/664b47730000000016012108?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/694286bc000000001f0055f1?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,住宿酒店,Sawasdee Sukhothai Resort,萨瓦迪素可泰度假村,度假村,历史公园5分钟车程,42,3,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,情侣/独自,"15栋小别墅,泳池,服务真诚,200元含双早","200的酒店，无价的服务，在素可泰🇹🇭
素可泰人均100的酒店
素可泰平均房价不到800泰铢的独栋小屋泳池度假村和它还算丰富的早餐。
​推荐指数","https://www.xiaohongshu.com/explore/6666d5f3000000000e0318ea?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69d904af000000001d0199b1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a2caacb00000000170298c0?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,住宿酒店,SRIWILAI Hotel,斯里威莱酒店,酒店,,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,宁静度假,"泰式风格,大庭院,含早餐",泰国自由行之：素可泰府这间酒店非常棒！,https://www.xiaohongshu.com/explore/69da024d000000002003a934?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,住宿酒店,Sukhothai Treasure Resort & Spa,素可泰珍宝度假村,度假村,历史公园附近,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,休闲放松,"泳池,免费接驳车往返历史公园和周六夜市,可看萤火虫",素可泰一日游这样玩！历史公园＋宝藏度假村✨,https://www.xiaohongshu.com/explore/6a705dc50000000011020bcc?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,住宿酒店,Taitai Sukhothai Resort,泰泰素可泰度假村,度假村,历史公园附近1.5公里,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,学生党/亲子,"人均100元+,独栋小木屋,咸水泳池,免费停车场",吹爆性价比天花板！素可泰Taitai Sukhothai,https://www.xiaohongshu.com/explore/679dc88c000000001902fb29?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,住宿酒店,Thai Thai Resort,泰泰度假村,度假村,历史公园车程10分钟,42,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,深度游,"传统泰式小木屋,Google 4.7星1200条评论,房内SPA,泳池","清迈回曼谷｜中途入住素可泰 Thai Thai Reso
来泰国绝对不能错过这间Resort!!🇹🇭","https://www.xiaohongshu.com/explore/6a8a744f000000001602850e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68207754000000000f038e7d?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,FARM STAY@Pai,FARM STAY@Pai,民宿与客栈,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,空调/风扇木屋+兔子羊+包早餐,中,泰国｜在拜县不到200元一晚拥有独栋小木屋,https://www.xiaohongshu.com/explore/651febca000000001d039997?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,Khun Yuam Resort(昆元度假村),Khun Yuam Resort,度假村,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,豪华房+飘窗观星+山景雾气,强,推荐两家夜丰颂环线上的住宿,https://www.xiaohongshu.com/explore/679ecd7e000000002900b488?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,Moon Garden Hostel,Moon Garden Hostel,青年旅舍,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,30元/晚+泰北风格木屋+院子,强,拜县 30一晚的青旅,https://www.xiaohongshu.com/explore/6a2b59c900000000220084e3?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,P.L.P. Guest House,P.L.P. Guest House,民宿与客栈,夜丰颂市,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,60元/晚+免费早餐+咖啡厅一体,强,🇹🇭Mae Hong Son夜丰颂P.L.P Guest House,https://www.xiaohongshu.com/explore/670f97800000000016020d86?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,Pai Kiniman Resort,Pai Kiniman Resort,度假村,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,木屋+田园,中,在这样的国外乡下 你能待多久,https://www.xiaohongshu.com/explore/69129026000000000301b152?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,Pai Village Boutique Resort(拜县精品农场度假村),Pai Village Boutique Resort,精品度假酒店,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,39栋泰式小木屋+热带花园+拜河景观,强,拜县神仙民宿免费住！🌿,https://www.xiaohongshu.com/explore/6982a8e0000000000d0082cc?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,Phu Pai Art Resort(普派艺术酒店),Phu Pai Art Resort,度假村,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,田园风光+无边泳池+独栋别墅,强,泰国旅行攻略14 | 拐760弯去住拜县这家酒店,https://www.xiaohongshu.com/explore/5fab74f3000000000101d9f9?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,PiYa Guest House,PiYa Guest House,民宿与客栈,夜丰颂市,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,带泳池+近夜市菜场,中,泰国夜丰颂～实用完整攻略～旅居旅行,https://www.xiaohongshu.com/explore/6989bad0000000002801c286?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,Pripta Boutique Resort,Pripta Boutique Resort,精品度假酒店,拜县,43,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,房间带院子+温泉浴缸+河景,强,"推荐两家夜丰颂环线上的住宿
Reverie Siam Resort - 意式精品酒店","https://www.xiaohongshu.com/explore/679ecd7e000000002900b488?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a254d3f0000000013020400?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,Reverie Siam Resort,Reverie Siam Resort,精品度假酒店,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,欧式细节+河边下午茶,强,Reverie Siam Resort - 意式精品酒店,https://www.xiaohongshu.com/explore/6a254d3f0000000013020400?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,Romtai House Mae Hong Son,Romtai House Mae Hong Son,民宿与客栈,夜丰颂市,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,池塘鲜花院子,中,泰国夜丰颂～实用完整攻略～旅居旅行,https://www.xiaohongshu.com/explore/6989bad0000000002801c286?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,The Riverfront Reserve(河畔珍藏),The Riverfront Reserve,度假酒店,拜县,43,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,周末200+人均+水吧小食早餐,强,"泰国拜县好去处
Pai县-The Riverfront Reserve（河畔珍藏）","https://www.xiaohongshu.com/explore/5ebaa0190000000001000317?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69c53fdb000000001a02a924?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,TIMN Co-working Space & Hostel Female Only,TIMN Co-working Space & Hostel Female Only,青年旅舍,拜县,43,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,干净安静安全+泰拳课,强,"清迈Day15｜离开拜县早上打泰拳按摩店推荐
在这样的国外乡下 你能待多久","https://www.xiaohongshu.com/explore/6914b3ea0000000005003323?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69129026000000000301b152?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,Yoma Hotel,Yoma Hotel,精品酒店,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,安静+田野景观+小别墅,强,Reverie Siam Resort - 意式精品酒店,https://www.xiaohongshu.com/explore/6a254d3f0000000013020400?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,ปล่อยใจ ปลายนา - ที่พักแม่ฮ่องสอน,ปล่อยใจ ปลายนา - ที่พักแม่ฮ่องสอน,民宿与客栈,夜丰颂市,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,稻田日式独栋+250元,中,2025年8月碧差汶-彭世洛-帕府-南奔-夜丰颂,https://www.xiaohongshu.com/explore/68aa4667000000001d03b47c?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
