行政区,POI业务类型,POI名称,POI泰文名称,POI细分类型,地理位置描述,名称直接命中帖子数（非热度）,证据样例标题,证据样例URL,重要口径
宋卡府,住宿酒店,A List Hotel,A List Hotel Songkhla,豪华酒店,市中心,1,🇹🇭 宋卡：住进贵妇酒店,https://www.xiaohongshu.com/explore/661233e1000000001a017f5a?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
宋卡府,住宿酒店,Bestier Hotel Hatyai,Bestier Hotel Hatyai,精品酒店,市区,1,自驾去合艾住哪里？100+马币住到超新的酒店！,https://www.xiaohongshu.com/explore/6a54f1320000000008009c00?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
宋卡府,住宿酒店,Centara Hotel Hatyai,Centara Hotel Hatyai,四星酒店,Lee Garden商圈内,1,🇲🇾🇹🇭合艾｜酒店开箱🛏️实住对比推荐,https://www.xiaohongshu.com/explore/6958a218000000001f009b14?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
宋卡府,住宿酒店,Laguna Grand Hotel & Bar,Laguna Grand Hotel & Spa Songkhla,度假型酒店,Phawong区,1,🇹🇭宋卡酒店推荐|远离城市的喧嚣首选🏨,https://www.xiaohongshu.com/explore/6618d852000000000401a2fb?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
宋卡府,住宿酒店,New Season Square Hotel,New Season Square Hotel,商务酒店,市区,1,泰好吃｜合艾 宋卡府 带孩子吃什么？,https://www.xiaohongshu.com/explore/69e7974e000000002202b135?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
宋卡府,住宿酒店,Sakol Hotel,Sakol Hotel Hatyai,三星酒店,市中心,1,🇲🇾🇹🇭合艾｜酒店开箱🛏️实住对比推荐,https://www.xiaohongshu.com/explore/6958a218000000001f009b14?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
宋卡府,住宿酒店,Solis Beach Hotel & Rajamangala,Solis Beach Hotel Rajamangala,海滨酒店,Bo Yang区,2,"泰国宋卡不可错过的住宿
宋卡酒店🏨推薦｜療癒系酒店天花板｜無敵海景","https://www.xiaohongshu.com/explore/66c1bec00000000009015735?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68d52daa000000000e033324?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
宋卡府,住宿酒店,The Signature Hotel Airport,The Signature Hotel Airport Hatyai,机场酒店,机场旁,1,合艾—丽贝岛酒店分享篇,https://www.xiaohongshu.com/explore/699bdc7e000000000a02f53e?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
宋卡府,住宿酒店,Touch Warin Pool Villa,Touch Warin Pool Villa,泳池别墅,阁遥岛,1,合艾（宋卡）住宿,https://www.xiaohongshu.com/explore/69ca29fa000000001a03311f?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,住宿酒店,Malai KhaoYai Resort,มาลัย เขาใหญ่ รีสอร์ท,度假酒店,考艾,1,周末逃离曼谷，考艾吸氧去,https://www.xiaohongshu.com/explore/6a35e817000000001101353a?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,住宿酒店,Toscana Valley,โทสคานา วัลเลย์,度假村/欧式小镇,考艾,3,"泰国🇹🇭考艾 3天2晚自由行攻略
周末逃离曼谷，考艾吸氧去
曼谷到考艾3.5h｜迷宫遛娃+意大利小镇+4.8分","https://www.xiaohongshu.com/explore/6985c506000000000d00a373?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a35e817000000001101353a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a68a328000000002201b2c7?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
难府,住宿酒店,Utopua Resort,ยูโทปัวว์ รีสอร์ท,度假酒店,难府,1,🇹🇭泰国小众游 | 记录小狗的难府行,https://www.xiaohongshu.com/explore/694c0855000000001f00aaba?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
彭世洛府,住宿酒店,Nap Corner Hostel,แนป คอร์เนอร์ โฮสเทล,青旅,彭世洛市区,1,彭世洛旅游攻略 好喜欢这个慢悠悠的城市,https://www.xiaohongshu.com/explore/6a0710220000000036001496?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
