证据ID,候选ID,问题ID,采集轮次,来源阶段,POI名称,小红书帖子ID,标题,URL,帖子正文,命中名称,帖子类型候选,帖子类型审核,证据片段,证据审核状态,审核备注
EV-5665E1671D5689F0,POICAND-43A4987954BDF299,GYTRAVEL-HV-20260916-0132,1,20260916_贵阳高价值POI精确补采,绫罗宴,69343e3b000000001e0138e9,贵阳封神级沉浸式餐秀！九霄绫罗宴太绝了✨,https://www.xiaohongshu.com/explore/69343e3b000000001e0138e9?xsec_token_redacted=1&xsec_source=pc_dots,"穿越天宫赴宴是种什么体验？在绫罗宴，我好像真的当了回“天妃”✨
谁懂啊家人们！在贵阳挖到一家把“天宫盛宴”搬进现实的神仙餐厅，换上汉服踏入的瞬间，感觉自己穿越成了来赴九霄绫罗宴的仙女🥰
🌌一舞一宴，沉浸式做“天宫食客”
推开绫罗宴的门，就像闯入了仙侠剧里的天宫秘境！演员们身着仙气飘飘的汉服，在梦幻灯光和巨幕背景前翩然起舞——有时是敦煌飞天的灵动，有时是苗族风情的热烈，每一支舞都把“九霄盛宴”的氛围感拉满💃
看这烟雾缭绕的舞台，演员们在光影里旋转跳跃，仿佛真的有仙女从云端下凡，边吃饭边看秀，这体验也太绝了吧！
🍲云贵风味，一口“仙味”入魂
别以为只是空有颜值！作为云贵风味主题宴，菜品也把“仙”和“味”融合得恰到好处~
- 🌟推荐必点：带着云雾上桌的“九霄珍馐”，还有能尝到贵州特色风味的创意料理，每一道都像从天宫御膳房端出来的！
👘换装赴宴，仪式感拉满
来这儿一定要体验汉服换装！店里准备了超多精美汉服，换上的瞬间就代入“天妃”身份，发簪、披帛一应俱全，随便拍都是古风大片，发朋友圈被问爆链接那种📸
🔮每月考核：只为给你最好的盛宴
悄悄说，视频里的演员们每月都会考核，只为把最灵动的舞姿、最饱满的状态呈现给每一位食客~这种用心程度，谁来谁感动！
贵阳的宝子们，别犹豫了！赶紧约上姐妹来绫罗宴，沉浸式当一次“天宫食客”，这波穿越真的不亏！
📍地址：贵阳绫罗宴（具体地址戳定位）
⏰营业：记得提前预约哦~
#贵阳美食[话题]#  #贵阳探店[话题]#  #古风餐厅[话题]#  #沉浸式体验[话题]#  #汉服[话题]#  #绫罗宴[话题]#  #云贵风味[话题]#  #周末去哪儿[话题]#",绫罗宴,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-B488539B7216ED80,POICAND-43A4987954BDF299,GYTRAVEL-HV-20260916-0132,1,20260916_贵阳高价值POI精确补采,绫罗宴,69423dfc000000001b031878,九霄绫罗宴！把天宫搬进餐厅✨,https://www.xiaohongshu.com/explore/69423dfc000000001b031878?xsec_token_redacted=1&xsec_source=pc_dots,"天厨玉馔仙庭宴🍷｜在贵阳沉浸式穿越天宫吃席是种什么体验
宝子们！在贵阳挖到了一家把“天宫盛宴”搬进现实的神仙餐厅✨——绫罗宴！在这里，吃饭不是简单干饭，是沉浸式穿越去天宫吃席的文化盛宴啊！
一踏入餐厅，就像闯入了仙宫秘境🏯。红灯笼、祥云装饰挂满空间，超大LED屏演绎着云海仙山，还有专业演员身着绝美汉服、古风华服轮番登场，从宫廷仕女的群舞，到仙侠风的独舞，再到民族特色的服饰秀……每一场表演都像在看沉浸式舞台剧🎭，演员们的考核级水准，一颦一笑都超有代入感，听说是每月一考核，只为给食客呈现最绝的状态～
用餐时，舞台就在眼前，光影变幻间，仿佛真的置身九霄云外的仙庭宴饮🥢。菜品主打云贵风味，在仙风古韵里品尝地道特色美食，这种体验真的绝绝子！
不管是喜欢汉服文化、古风表演，还是想找个超有氛围感的地方打卡干饭，绫罗宴都能满足你！快约上姐妹、带上对象，来这里共赴一场“天厨玉馔，仙班雅集”的绫罗盛宴吧～
📍绫罗宴（贵阳）
#绫罗宴[话题]#  #云贵风味绫罗宴[话题]#  #宫廷宴[话题]#  #汉服[话题]#  #贵阳美食[话题]#  #沉浸式餐厅[话题]#  #贵阳打卡[话题]#  #天宫盛宴[话题]#",绫罗宴,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-439DC06243357277,POICAND-43A4987954BDF299,GYTRAVEL-HV-20260916-0132,1,20260916_贵阳高价值POI精确补采,绫罗宴,69a8185f000000001a02a7eb,贵阳绫罗宴｜流动的东方诗画盛宴,https://www.xiaohongshu.com/explore/69a8185f000000001a02a7eb?xsec_token_redacted=1&xsec_source=pc_dots,"在贵阳，有一场宴，不只是吃饭，是把千年东方美学，铺成了眼前的衣香鬓影。
✨「美学叙事」
不是流水线演出，是光影与舞袖织就的东方梦境。蓝紫光瀑倾泻，舞者翩跹而来，每一幕都是可入画的雅致。
✨「食味雅趣」
盘盏间藏着山水灵秀，菜品皆为美学延伸，入口是滋味，落胃是意境。
📍坐标：贵阳・绫罗宴
💡贴士：选前排席位，沉浸式感受东方美学的细腻。
#沉浸式体验[话题]# #东方美学[话题]# #贵阳打卡[话题]# #贵阳美食[话题]# #绫罗宴[话题]#",绫罗宴,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-63F06BE542AA861C,POICAND-43A4987954BDF299,GYTRAVEL-HV-20260916-0132,1,20260916_贵阳高价值POI精确补采,绫罗宴,6a1ecb25000000003700c2fb,贵阳·绫罗宴 沉浸式天宫古风餐秀,https://www.xiaohongshu.com/explore/6a1ecb25000000003700c2fb?xsec_token_redacted=1&xsec_source=pc_dots,"一、基础概况
地址：贵阳市观山湖区高新区都匀路通号科技广场3号楼（近1号线白鹭湖站D口）
开业：2024年落地，贵阳首家仙侠天宫主题沉浸式宫廷餐秀，集演艺、古风换装、创意黔粤融合位餐于一体。
营业时间：每日18:30–20:10，整场用餐+演出约2小时。
二、环境与场景：九霄天宫布景
整体打造仙界凌霄殿实景：中央主舞台、环形围坐餐位，全屋古风宫灯、云雾干冰造景，仙气氛围感拉满；分普通席、贵宾席，贵宾席靠前、演员互动更近。
到店可免费汉服换装+简易妆造，多款古风裙袍、侠客服饰，换装后沉浸式入戏打卡拍照。
三、演艺特色：一菜一舞、剧情式用餐
主打剧目《九霄绫罗宴》，仙侠神话主线：绫罗星尊设宴、众仙赴宴，每上一道菜品，配套一段专属歌舞/实景演绎（古典舞、仙侠情景剧、古风器乐、财神巡游互动），演员席间近距离互动、抽签小游戏，全程边看戏边用餐。
四、菜品：宫廷制式位餐（8道精致分餐）
融合黔菜风味+宫廷御膳做法，全份单人位上餐，菜名贴合仙侠主题：
珍味烩三鲜、腊味糯米饭、烧椒牛肉、玫瑰桂圆银耳羹、御品珍萃乌鸡汤、锦绣三碟、避风塘脆香虾等，甜咸搭配、中西创意融合，摆盘精致考究。
五、消费价位
单人餐票：168–238元不等（含全套菜品+整场演艺+免费汉服），儿童有专属套餐，适合约会、生日宴、商务宴请、闺蜜团建。
六、适合场景
古风打卡、纪念日聚餐、宴请贵客、特色亲子体验，是贵阳小众高端仪式感特色餐厅。

#不一样的美食[话题]# #味蕾极致享受[话题]# #大声安利本地美食[话题]# #绫罗宴[话题]# #仙宫乐宴[话题]# #美食新风尚[话题]# #舌尖上的风情[话题]# #让味蕾跳舞[话题]#",绫罗宴,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-AC2BAE2D4955C34B,POICAND-43A4987954BDF299,GYTRAVEL-HV-20260916-0132,1,20260916_贵阳高价值POI精确补采,绫罗宴,6a3554080000000011018786,赴一场《绫罗宴》，入一段虚实交织的江湖幻梦,https://www.xiaohongshu.com/explore/6a3554080000000011018786?xsec_token_redacted=1&xsec_source=pc_dots,"在贵阳观山湖！《绫罗宴》这波古风宴席我吹爆！
吃饭的同时看完整场古风实景剧，这个新玩法太独特了。

整个大厅古色古香，云顶布景超出片，中央步道是演员的戏台，冷暖灯光来回切换氛围感直接翻倍。音响效果更是将沉浸式体验感拉满🥰🥰
穿绫罗古装的演员就在桌边演绎仙侠故事，拔剑对峙、江湖寒暄全在眼前，代入感超强。

席间还有很多互动小环节，主持人很会活跃气氛👏👏👏还可以提前到店 有汉服体验环节

一边慢品桌上珍馐，一边沉浸式看完整段仙侠故事，美食佐好戏，灯火衬绫罗，一餐饭的时间，完整走完一场跌宕温柔的江湖大梦。

#戏节控沉浸式穿越剧场[话题]# #沉浸剧天花板[话题]#
#贵阳绫罗宴[话题]# #贵阳旅游[话题]#",绫罗宴,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-FFC41E1F65ECD625,POICAND-43A4987954BDF299,GYTRAVEL-HV-20260916-0132,1,20260916_贵阳高价值POI精确补采,绫罗宴,6a40cc9f0000000006033750,贵阳观山湖绫罗宴，揽山赏舞，,https://www.xiaohongshu.com/explore/6a40cc9f0000000006033750?xsec_token_redacted=1&xsec_source=pc_dots,赴一场国风雅筵#绫罗宴[话题]# #宫廷宴[话题]# #贵阳打卡[话题]# #古风餐厅[话题]# #舞蹈演出[话题]#,绫罗宴,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-3C8925B0FAA0C9E7,POICAND-43A4987954BDF299,GYTRAVEL-HV-20260916-0132,1,20260916_贵阳高价值POI精确补采,绫罗宴,6a579374000000000f02b99a,贵阳绫罗宴,https://www.xiaohongshu.com/explore/6a579374000000000f02b99a?xsec_token_redacted=1&xsec_source=pc_dots,之前抖音一直推 看着很好的样子，提前半个月才预定到的帝王座，本以为会是一场视觉盛宴，结果大失所望，粗糙的服化道，粗制滥造的草台班子，菜品也一般般。唉，花钱买了个教训，就几十块一位的标准，卖快两百一位。居然还中了个大奖，免费的也不会再来了。,绫罗宴,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-2D5E0346A0DBD4F9,POICAND-43A4987954BDF299,GYTRAVEL-HV-20260916-0132,1,20260916_贵阳高价值POI精确补采,绫罗宴,6a58c2bb000000000100d05a,贵阳盛夏避暑寻清欢，赴一场夏日古风盛宴,https://www.xiaohongshu.com/explore/6a58c2bb000000000100d05a?xsec_token_redacted=1&xsec_source=pc_dots,"夏天逃离高温首选贵阳！ 天然空调城，晚风自带凉意✨
打卡贵阳沉浸式古风绫罗盛宴
出行小 Tips
📍地址：贵阳观山湖绫罗宴
🌡夏日均温 23℃，穿薄汉服完全不闷热
✨建议提前到店换装做造型，夜景舞台拍照最佳
🍲配套黔味宫宴菜品，边看舞剧边用餐
#绫罗宴[话题]# #贵阳打卡[话题]# #宫廷宴[话题]# #贵阳美食[话题]# #贵阳旅游[话题]#",绫罗宴,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-F1D661B2AA11489B,POICAND-C86C1B858689C732,GYTRAVEL-HV-20260916-0142,1,20260916_贵阳高价值POI精确补采,老凯俚酸汤鱼(夜郎国店),60b43b62000000002103ee0a,贵阳探店｜来贵州必吃的老凯俚酸汤鱼,https://www.xiaohongshu.com/explore/60b43b62000000002103ee0a?xsec_token_redacted=1&xsec_source=pc_dots,"说起美食 省外游客印象最深的就是苗家酸汤鱼🐟
""三天不吃酸，走路打蹿蹿""🥶🥶🥶🥶🥶
酸汤具有开胃健脾解酒之功效 是苗族传统的风味名菜
有游客说，到贵州不吃一餐酸汤鱼，就等于没有到贵州有游人语，吃了一餐酸汤鱼，从此心心恋恋，难忘贵州

老凯俚酸汤鱼更是贵州酸汤鱼之最👍
在贵州有多家分店的它一直是老百姓信赖的品牌🎊
光是在门口 就有浓浓的苗味扑面而来
传统的灯笼🏮吊脚楼的设计⛩
阿哥阿妹鼓瑟共鸣 欢迎远道而来的客人💃

进店后更是被苗族风情震撼了
大家逗是在挂着牌匾的窗口🪟对着实物点单
炒菜 烩菜 蒸菜 甜品 小吃 应有尽有
🐟也是新鲜活鱼 先打现杀 保证口感鲜美😜

🤩推荐菜品
1️⃣酸汤鱼🥘
鲜嫩红白相间而色香味俱全的鱼肉🍲
在香气扑鼻 酸辣爽口的锅里成就了极致美味
吃酸汤鱼前必须先舀上一碗酸汤🍋
浓浓的酸味和着鱼的鲜味还有姜的味道一起冲入嘴里
你乘着热喝下去特别的开胃🙆🏻♀️
2️⃣黑毛猪肉炒花菜🥦
🐷可不是普通的猪 是贵州赫章很出名的可乐猪
吃起来肉质鲜美 可口美味
配合爽脆的花菜 中和了肉的腻 增加一点清香🧆
是不可多得的美味佳肴
3️⃣特色小吃拼盘🍱
这是必点的菜🆚 可以同时吃到3个贵州特色小吃
炸豆腐圆子🍘春卷🌯烤红薯🍠配上秘制辣椒🌶️
怎么吃都很有贵州特色‼️
我最喜欢酥脆的豆腐圆子 豆香味太爱了
煮在酸汤里软糯糯又是另一种口感🔆

🍀店名：老凯俚酸汤鱼（夜郎国店）
🌵地址：观山湖阳关大道靠北站
🦚人均：90元

苗家还有很多针对游客的特色服务
高山⛰️流水🌊是你一定没体验过的新事物
来这里吃饭 不仅能体验到美味的酸汤鱼🍲
更能感受苗族人民的热情好客 奔放自由
相信你一定会爱上老凯俚 爱上贵州❤️

#贵州探店#贵阳探店#贵阳攻略#贵州旅游#贵州美食#贵阳美食#贵阳旅游攻略#贵州特色#贵州旅游攻略",老凯俚酸汤鱼(夜郎国店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-528057F32F2F021D,POICAND-C86C1B858689C732,GYTRAVEL-HV-20260916-0142,1,20260916_贵阳高价值POI精确补采,老凯俚酸汤鱼(夜郎国店),68b7b51d000000001d023886,贵阳这家酸汤鱼封神了！🐟,https://www.xiaohongshu.com/explore/68b7b51d000000001d023886?xsec_token_redacted=1&xsec_source=pc_dots,"北站候车3小时，溜出来吃顿老凯俚酸汤鱼🚄
夜郎国店走路8分钟，楼下停车场直接停🚗

✅酸汤鱼上桌咕噜咕噜，番茄+糟辣椒的酸爽一秒开胃
✅关岭小黄牛现切涮8秒，嫩到弹牙🐂
✅豆腐圆子外酥里流心，蘸糊辣椒面绝了

包厢私密性💯，苗族刺绣墙布+银饰灯，拍照发群里直接被问爆📸
服务员苗族小哥哥突然开嗓，高山流水灌酒仪式氛围拉满🎶

公司团建选了199生日包🎂
民族歌舞+气球布置，领导笑得比员工还开心

营业时间10:00-22:00，赶高铁前还能打包洋芋粑路上啃🥔

📍老凯俚酸汤鱼（夜郎国店）
#老凯俚酸汤鱼[话题]# #贵阳旅游[话题]# #贵阳美食[话题]# #北站候车好去处[话题]# #贵州非遗美食[话题]# #贵州酸汤[话题]# #贵阳商务宴请[话题]# #高性价比[话题]# #高山流水[话题]# #氛围感餐厅[话题]#",老凯俚酸汤鱼(夜郎国店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-EE2B4E7F127F77E8,POICAND-C86C1B858689C732,GYTRAVEL-HV-20260916-0142,1,20260916_贵阳高价值POI精确补采,老凯俚酸汤鱼(夜郎国店),6a71aec8000000003400da5d,"厕所馒头，❌
眼镜烙锅，❌
老凯俚酸汤鱼（夜郎国店）还可以✅〔折耳根别点，这个季",https://www.xiaohongshu.com/explore/6a71aec8000000003400da5d?xsec_token_redacted=1&xsec_source=pc_dots,"厕所馒头，❌
眼镜烙锅，❌
老凯俚酸汤鱼（夜郎国店）还可以✅〔折耳根别点，这个季节不好吃，老的很，给了差评这个菜，喝酒的话，搞个高山流水〕4个人吃了820
花园烧烤（甲秀楼店）一般，网红店
北大资源梦想城附近的羊肉粉，牛肉粉✅，我觉得比老城区好吃，辣子香。
最最最最最，不推荐❌❌❌，洛北通天河漂流，稀烂，一点都不刺激，全程躺着划水。",老凯俚酸汤鱼(夜郎国店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-4FBF7D586EAFB6BE,POICAND-4DF71DF315CD3423,GYTRAVEL-HV-20260916-0031,1,20260916_贵阳高价值POI精确补采,老吴烧烤徐州羊肉串(红华新天地店),686bcec2000000000b01d71a,徐州烧烤是这个☝️,https://www.xiaohongshu.com/explore/686bcec2000000000b01d71a?xsec_token_redacted=1&xsec_source=pc_dots,"去年就想来的，拖了一年，五一在徐州吃了正宗徐州烧烤，念念不忘的，醋蘸串太鲜了，今天突然想吃，下班就过来，工作日来的早竟然也排队，等了小半小时。
服务态度挺好的，串上的挺快的。点了两人餐，孜然羊肉串，五花肉串最喜欢，嫩嫩的，蘸醋绝了！吃了不够立刻加了5串，结果是吃不下了，两个人的套餐就够了，真不用多加。吃到后面头犯晕，吃得晕碳了。#老吴烧烤徐州羊肉串(红华新天地店)[poi_v2]#
#贵阳徐州烧烤[话题]# #贵阳烧烤店推荐[话题]# #贵阳美食[话题]# #老吴烧烤[话题]# #羊肉串[话题]# #撸串[话题]#",老吴烧烤徐州羊肉串(红华新天地店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-4C9C8D393614C951,POICAND-3A235AB2D7BD96BA,GYTRAVEL-HV-20260916-0137,1,20260916_贵阳高价值POI精确补采,菌鲜森(美的财智中心店),663ae22a000000001e036ba5,这口野生菌汤也太好喝了,https://www.xiaohongshu.com/explore/663ae22a000000001e036ba5?xsec_token_redacted=1&xsec_source=pc_dots,"1⃣️到吃菌子的季节了，鸡纵菌、黑牛肝菌、龙爪菇、白参菌、马桑菌、羊肚菌、竹荪、鹿茸菇十几种菌，新鲜的野生的都能吃到。🍄
2⃣️汤底用十几只鸡鹅还有筒子骨猪脚，七种中药材（姜、砂仁、霸王花、白芷、当归、党参、沙参），熬8个小时，汤白肉香味重。
3⃣️盆摘时蔬，现吃现摘，看得见的干净新鲜，没得一点科技，喝一碗汤精华全在里面！[哇R][哇R][哇R]

🏠地址：贵阳市观山湖菌鲜森（美的财智中心店）

#菌菇[话题]# #美食攻略[话题]# #野生菌[话题]# #贵州吃货团[话题]# #寻美贵州[话题]# #菌鲜森[话题]#",菌鲜森(美的财智中心店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-685589C39515322B,POICAND-D86F7A1694DCC300,GYTRAVEL-HV-20260916-0138,1,20260916_贵阳高价值POI精确补采,虎岚和牛烧肉海鲜料理自助,6759776f000000000201693b,贵阳热门自助日料点评,https://www.xiaohongshu.com/explore/6759776f000000000201693b?xsec_token_redacted=1&xsec_source=pc_dots,"全是自己出钱消费，仅代表自己感受。
包含店铺，山荀，上井，十秋，悦牛仁，青葉，虎岚等。
吃寿喜烧：悦牛仁（牛肉大块品质好），朋町（虎岚的新店，现在去吃有螃蟹），虎岚（观山湖店和老店均可）
吃刺身：悦牛仁，朋町（但是酱油有些咸），虎岚（观山湖店，红酒鹅肝超级棒）
吃烤肉：虎岚（观山湖店），只推荐这么一家，因为哪怕是悦牛仁的烤肉品质也很差
热菜：青葉（得他们家那个中年大叔老板在的时候去最好），虎岚，悦牛仁，山荀（种类多）
性价比最高的，个人喜好排名：虎岚（观山湖店），朋町，悦牛仁寿喜烧，青葉，山荀，上井。

不推荐：十秋！！！！！
你们要是有感兴趣的店铺，给我评论，我可以单出他们家。
#贵阳日料[话题]# #贵阳美食[话题]# #贵阳日料探店[话题]# #贵阳自助餐[话题]#",观山湖店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-4CBE2019751B3A0E,POICAND-D86F7A1694DCC300,GYTRAVEL-HV-20260916-0138,1,20260916_贵阳高价值POI精确补采,虎岚和牛烧肉海鲜料理自助,691830440000000004012259,贵阳自助探店,https://www.xiaohongshu.com/explore/691830440000000004012259?xsec_token_redacted=1&xsec_source=pc_dots,"贵阳虎岚和牛烧肉海鲜料理自助（会展城店）#自助烤肉[话题]# #虎岚自助[话题]#

前几周刚去了山荀，之前都是去上井，因为吃自助偏向于爱吃刺身和海鲜。看美团虎岚是观山人气榜第一名的自助，于是今天去试了试。
虎岚家从11点半就开始营业，有烤肉、火锅、日料机，烤物等，吃下来感觉还是比上井、山荀吃法上和品种丰富的，佛跳墙和烤榴莲最喜欢，收餐盘及时，有小姐姐负责烤肉。
缺点就是上菜稍微有点慢，饮品上可以像上井、山荀一样再精致一点就好了
总结：以后还是会优先考虑虎岚的，毕竟有火锅，满足我爱吃青菜的需求",虎岚和牛烧肉海鲜料理自助（会展城店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-7011E2EC3A73438A,POICAND-D86F7A1694DCC300,GYTRAVEL-HV-20260916-0138,1,20260916_贵阳高价值POI精确补采,虎岚和牛烧肉海鲜料理自助,69323c5c000000001e0387ab,贵阳人气前五评分还4.9的和牛自助体验如何,https://www.xiaohongshu.com/explore/69323c5c000000001e0387ab?xsec_token_redacted=1&xsec_source=pc_dots,"虎岚和牛烧肉海鲜料理自助(会展城店)
地址：观山湖区金华园街道贵阳国际会议展览中心七米路嗨玩街C6号(山花鲜奶旁边步梯上去)。
本次消费171一位午餐，押金100元，用餐限时2小时，无其他消费。
位置不算好找，在一个平台上，第一次来的朋友可能找偏（其实是我），中午11点30开餐，要来建议趁早。
肉的品质确实不错，不漏单砍单，饮料品类过硬，水果冰淇淋，及格线以上，就是甜品有些拉。
这家亮眼的我觉得是服务，来回服务员都会看一下你的烤盘，顺手帮烤一下，上菜的服务员会提醒哪些菜建议趁热，哪些是烤哪些是煮，并分开堆放，每盘肉都有标牌，除了菜品的品类和质量，服务也是拉高评分的重要环节，当然了这个价位和性价比关系不大，但我如果是本地人的话，应该还回来。
下期继贵阳自助餐。
#和牛寿喜烧[话题]# #日式烧肉[话题]# #自助餐[话题]# #海鲜自助餐[话题]# #自助餐餐厅[话题]# #一个人吃自助[话题]# #自助烤肉[话题]# #烧肉[话题]# #自助无限量[话题]# #寿喜烧[话题]#",虎岚和牛烧肉海鲜料理自助（会展城店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-953E65334A89D35F,POICAND-D86F7A1694DCC300,GYTRAVEL-HV-20260916-0138,1,20260916_贵阳高价值POI精确补采,虎岚和牛烧肉海鲜料理自助,694caba3000000001e00738b,观山湖烧肉天花板✨记得带512G的胃,https://www.xiaohongshu.com/explore/694caba3000000001e00738b?xsec_token_redacted=1&xsec_source=pc_dots,"贵阳自助日式烤肉卷王！
独one冰鲜和牛还送🔝级帝王鲑
不仅是澳洲冰鲜和牛自助，一周年庆还免🆓费送帝王鲑，性价比直接封神

‼️ 虎岚和牛烧肉海鲜料理自助（会展城）
#贵阳日式烧肉[话题]# #贵阳烧肉[话题]# #贵阳美食[话题]# #贵阳旅游[话题]# #虎岚和牛烧肉自助海鲜[话题]# #贵阳约会餐厅[话题]# #贵阳周末[话题]# #贵阳本地人推荐[话题]# #日式烧肉[话题]# #贵阳探店[话题]#",虎岚和牛烧肉海鲜料理自助,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-328F5F5335BF00B1,POICAND-D86F7A1694DCC300,GYTRAVEL-HV-20260916-0138,1,20260916_贵阳高价值POI精确补采,虎岚和牛烧肉海鲜料理自助,6aaa92ea00000000290172f0,贵阳你真的别太好吃了😭,https://www.xiaohongshu.com/explore/6aaa92ea00000000290172f0?xsec_token_redacted=1&xsec_source=pc_dots,"来贵阳一趟直接把我吃服了！图里这些都是这几天我亲自炫过的，个人认为没有踩雷的👇
🥚P2-3蛋包洋芋
家人们谁懂啊民生路上随便找的一家。洋芋泥裹在蛋皮里，撒上折耳根、葱花、辣椒面，一口下去软糯香辣，外面那层蛋皮还带点焦香。趁热吃更好吃！[赞R][赞R][赞R][赞R]
🌯P4-5香辣春卷
依旧是路边随便找的一家。朋友们真的可以盲选。皮薄馅多，里面是各种素菜丝，拌得酸辣爽口，咬下去汁水直接爆出来。当小吃或者开胃前菜都绝了。[赞R][赞R][赞R]
🥔P6炸土豆条
这个必须单独说！民生路就是贵阳美食的快乐老家，炸土豆条就是这条路上的灵魂。每个摊位都要排队的程度。建议空着肚子去，从头吃到尾。[赞R][赞R][赞R][赞R][赞R]
🍧P7水果冰浆
贵阳的冰浆我真的吹爆！买了芒果味和杨梅味都不错。据说黄瓜味最绝。里面还有糯米小丸子，冰冰凉凉酸酸甜甜，吃完辣的来一口，直接续命。[赞R][赞R][赞R][赞R][赞R]
🍳P8-10野三丝铁板烧
在文昌阁附近，大众点评评价靠前。等位半小时美美入座，分量够。当面现炒，铁板滋啦滋啦的声音听着就饿了。肉和配菜都很入味，重口味的姐妹绝对爱，下饭神器。[赞R][赞R][赞R]
🌶️P11-13玉珍酸笋酸汤火锅
来贵阳前就在打卡清单内。饭点儿去肯定要排大队的程度。第一口我就知道这趟值了！酸笋的那个味道太上头了，汤底酸辣开胃，重点推荐炸茄子！外面炸得酥脆，里面茄子软嫩。（就是避免不了吃完身上会有点臭臭的哈哈哈哈）[赞R][赞R][赞R][赞R]
🦐P14-17虎岚和牛烧肉海鲜料理自助
这家店是在贵阳吃的最贵的一顿。限时两小时人均300。想吃点好的可以来这家，和牛品质在线，海鲜拼盘也很新鲜。芝士控可以冲芝王焗蟹煲，芝士拉的老长，底下还有一层焦香的土豆泥。饭后小甜品也很🉑，巧克力脑袋有福了。[赞R][赞R][赞R][赞R]
⭐️贵阳真的是美食之城，口味重爱吃酸辣的天堂，而且物价感人。建议别一天安排太多顿，不然像我一样撑到走不动路😭
#贵阳美食[话题]# #贵阳探店[话题]# #贵阳旅游[话题]# #贵阳小吃[话题]# #民生路好吃街[话题]# #贵阳吃喝玩乐[话题]##美食特种兵[话题]# #吃货友好旅行[话题]# #大声安利本地美食[话题]# #一定要去吃[话题]#",虎岚和牛烧肉海鲜料理自助,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
