问题ID,优先级,主题,区域,信息目标,问题,交叉验证次数,备注,问题来源
GYTRAVEL-HV-20260916-0159,P1,餐饮美食-标准POI精确证据核实,乌当区,核实标准实体“魏家麻辣烫(新天商业中心店)”近24个月小红书直接体验来源，并严格区分同名和分店,"这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：魏家麻辣烫(新天商业中心店)；业务类型为餐饮美食；行政区为乌当区；参考地址为新光路4号(新光路路口,从新添大道转入新光路约15米左右)。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：乌当区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“魏家麻辣烫(新天商业中心店)”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。",1,graphId=food_03c81520-79ab-476d-a8c8-8800f9f112f6；score=77.9；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0160,P1,餐饮美食-标准POI精确证据核实,乌当区,核实标准实体“竹庄黔竹盛宴”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：竹庄黔竹盛宴；业务类型为餐饮美食；行政区为乌当区；参考地址为高新路街道高新路中段(天安药业正对面)。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：乌当区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“竹庄黔竹盛宴”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_903ef84b-7ac3-41e1-b9fb-b6c62fb7d39d；score=77.5；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0161,P1,餐饮美食-标准POI精确证据核实,乌当区,核实标准实体“肯德基(新添大道店)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：肯德基(新添大道店)；业务类型为餐饮美食；行政区为乌当区；参考地址为新添大道北段197号泉天下购物中心1层。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：乌当区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“肯德基(新添大道店)”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_64e1bb87-c47e-4f5b-9e54-10b7919523b7；score=77.5；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0162,P1,餐饮美食-标准POI精确证据核实,乌当区,核实标准实体“麦当劳(贵阳新添大道北段餐厅)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：麦当劳(贵阳新添大道北段餐厅)；业务类型为餐饮美食；行政区为乌当区；参考地址为新添大道北段99号蓝波湾-新天卫城麦当劳餐厅。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：乌当区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“麦当劳(贵阳新添大道北段餐厅)”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_36255f5f-3425-46cd-bf22-d37d651507dc；score=77.5；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0163,P1,餐饮美食-标准POI精确证据核实,白云区,核实标准实体“云诺宴(紫境府店)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：云诺宴(紫境府店)；业务类型为餐饮美食；行政区为白云区；参考地址为艳山红镇龙井路363号紫境府泉湖天街27栋2F/3。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：白云区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“云诺宴(紫境府店)”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_e97e871d-ddcb-4f5f-a602-6d01a0577ed7；score=77.5；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0164,P1,餐饮美食-标准POI精确证据核实,白云区,核实标准实体“德克士(阳光花园店)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：德克士(阳光花园店)；业务类型为餐饮美食；行政区为白云区；参考地址为泉湖街道白云南路483号阳光花园2楼。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：白云区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“德克士(阳光花园店)”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_b3a4810a-bb3a-4121-82f9-88538aeeaa93；score=77.5；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0165,P1,餐饮美食-标准POI精确证据核实,白云区,核实标准实体“豪享来(白云南路店)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：豪享来(白云南路店)；业务类型为餐饮美食；行政区为白云区；参考地址为白云南路218号云泰广场2F。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：白云区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“豪享来(白云南路店)”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_f4373ceb-143f-4337-8b6c-75ec9bc89e82；score=77.5；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0166,P1,餐饮美食-标准POI精确证据核实,白云区,核实标准实体“麦当劳(白云七冶餐厅)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：麦当劳(白云七冶餐厅)；业务类型为餐饮美食；行政区为白云区；参考地址为云泰广场西南门旁。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：白云区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“麦当劳(白云七冶餐厅)”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_c3183883-8c45-4964-9fb7-c9b9abd309fa；score=77.5；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0167,P1,餐饮美食-标准POI精确证据核实,白云区,核实标准实体“伴山别院食鲜记餐厅”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：伴山别院食鲜记餐厅；业务类型为餐饮美食；行政区为白云区；参考地址为都拉乡奔土村后坝组107号。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：白云区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“伴山别院食鲜记餐厅”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_f67d61a4-337d-4216-b304-3792333f889f；score=77.25；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0168,P1,餐饮美食-标准POI精确证据核实,乌当区,核实标准实体“食话说辣(乌当店)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：食话说辣(乌当店)；业务类型为餐饮美食；行政区为乌当区；参考地址为创新社区服务中心新添大道113号宜尚酒店二楼。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：乌当区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“食话说辣(乌当店)”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_1f313d7b-97f9-4997-947c-20eea4e3628f；score=77.1；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0169,P1,餐饮美食-标准POI精确证据核实,清镇市,核实标准实体“叉叉裤老火锅(阳光市场店)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：叉叉裤老火锅(阳光市场店)；业务类型为餐饮美食；行政区为清镇市；参考地址为云岭东路麒龙新天地路口。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：清镇市”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“叉叉裤老火锅(阳光市场店)”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_09948eb4-d8d9-4a96-a1b7-fc6d4ca5ee39；score=74.6；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0170,P1,餐饮美食-标准POI精确证据核实,清镇市,核实标准实体“丝意丝娃娃(海通步行街店)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：丝意丝娃娃(海通步行街店)；业务类型为餐饮美食；行政区为清镇市；参考地址为清镇市海通步行街35-37号。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：清镇市”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“丝意丝娃娃(海通步行街店)”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_9e4aa887-0685-4249-a38b-d18d48f136a5；score=73.0；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0171,P1,餐饮美食-标准POI精确证据核实,清镇市,核实标准实体“中环烙锅美食广场”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：中环烙锅美食广场；业务类型为餐饮美食；行政区为清镇市；参考地址为中环国际B2区。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：清镇市”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“中环烙锅美食广场”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_fbd82092-5c12-4b08-8007-4bb88cf6675c；score=73.0；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0172,P1,餐饮美食-标准POI精确证据核实,清镇市,核实标准实体“CHAGEE霸王茶姬(云岭中路店)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：CHAGEE霸王茶姬(云岭中路店)；业务类型为餐饮美食；行政区为清镇市；参考地址为青龙山街道云岭中路130号。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：清镇市”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“CHAGEE霸王茶姬(云岭中路店)”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_3211c4a5-bb08-4afa-9796-a412a4a078f1；score=71.0；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0173,P1,餐饮美食-标准POI精确证据核实,清镇市,核实标准实体“德克士(清镇鸿丰店)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：德克士(清镇鸿丰店)；业务类型为餐饮美食；行政区为清镇市；参考地址为富强路金色湖城2层。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：清镇市”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“德克士(清镇鸿丰店)”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_baacdaff-3b27-44b2-a9c5-f5593cec5004；score=71.0；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0174,P1,餐饮美食-标准POI精确证据核实,清镇市,核实标准实体“美桦家常菜馆”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：美桦家常菜馆；业务类型为餐饮美食；行政区为清镇市；参考地址为耀境华府A组组团B1层1-1。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：清镇市”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“美桦家常菜馆”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_7172678a-c403-4d7c-af29-9a7c6d1ad0d4；score=69.8；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
