候选ID,问题ID,采集轮次,来源阶段,行政区,POI业务类型,POI名称,外文/地图名,POI细分类型,地理位置描述,游客需求场景,AI证据强度,POI细分类型证据,地理位置描述证据,游客需求场景证据,字段证据审核状态,名称直接命中帖子数（非热度）,证据帖子ID,证据标题,证据URL,固定实体初筛,分店消歧状态,审核结论,合并主候选ID,审核备注,原始回答行
POICAND-C35FB32EDF96CE65,GYTRAVEL-S4-F017,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,彝野·山野烙锅,花果园中环街店,深夜山野烙锅,花果园中环街,深夜烙锅,中（N3/N20/N29 提及）,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,彝野·山野烙锅｜花果园中环街店｜餐饮美食｜深夜山野烙锅｜南明区｜花果园中环街｜深夜烙锅｜中（N3/N20/N29 提及）
POICAND-F5F726E05CCEB311,GYTRAVEL-S4-F011,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,彝野山野烙锅（花果园中环街店）,彝野山野,烙锅,花果园中环街,游客吃山野烙锅,弱（N32、N38，均出自营销号）,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,彝野山野烙锅（花果园中环街店）｜彝野山野｜餐饮美食｜烙锅｜南明区｜花果园中环街｜游客吃山野烙锅｜弱（N32、N38，均出自营销号）
POICAND-8F724A586E84EE20,GYTRAVEL-S4-F016,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,护国路甜品店（白雪芒果黑糯米）,Huguolu,甜品店,护国路尚武小区东门北25米,白雪芒果黑糯米冰,中（2026-09单篇）,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,护国路甜品店（白雪芒果黑糯米）｜Huguolu｜餐饮美食｜甜品店｜南明区｜护国路尚武小区东门北25米｜白雪芒果黑糯米冰｜中（2026-09单篇）
POICAND-B45261C8BB074A5A,GYTRAVEL-S4-F011,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,抹山集（青云市集大店）,抹山集,茶饮,青云市集内,游客喝果茶,弱（N1）,,,,,1,6a4f4d160000000021020017,贵阳甲秀楼附近美食大集结｜全程步行不打车,https://www.xiaohongshu.com/explore/6a4f4d160000000021020017?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,抹山集（青云市集大店）｜抹山集｜餐饮美食｜茶饮｜南明区｜青云市集内｜游客喝果茶｜弱（N1）
POICAND-E53044D3C434C0C9,GYTRAVEL-S4-F011,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,新大新豆米火锅,新大新豆米火锅,豆米火锅,具体地址未确认（N13仅称离甲秀楼近）,游客吃豆米火锅,弱（N13）,,,,,2,"6a7dd4a1000000000502b16e
6a8525d5000000002202c79c","关于我在贵阳吃到的美食
贵阳美食天花板｜本地人私藏6大品类","https://www.xiaohongshu.com/explore/6a7dd4a1000000000502b16e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8525d5000000002202c79c?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,新大新豆米火锅｜新大新豆米火锅｜餐饮美食｜豆米火锅｜南明区｜具体地址未确认（N13仅称离甲秀楼近）｜游客吃豆米火锅｜弱（N13）
POICAND-E700DA0900991263,GYTRAVEL-S4-F004,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,昊来了寿司（万象城店）,昊·来了寿司,日式寿司／日料,万象城,游客吃寿司、日料探店,中（2026-07 开业，N8 真实排队体验；系品牌新分店，N63 对比测评）,,,,,1,6a49dbe9000000002100a3b5,昊来了贵阳万象城新店｜味道变了吗？,https://www.xiaohongshu.com/explore/6a49dbe9000000002100a3b5?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,昊来了寿司（万象城店）｜昊·来了寿司｜餐饮美食｜日式寿司／日料｜南明区｜万象城｜游客吃寿司、日料探店｜中（2026-07 开业，N8 真实排队体验；系品牌新分店，N63 对比测评）
POICAND-04514E5F873265E7,GYTRAVEL-S4-F009,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,明扬活油烙锅（花果园店）,—,烙锅,花果园,服务争议：漏菜、后厨聚众凶顾客、卫生观感差,游客笔记,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,明扬活油烙锅（花果园店）｜—｜餐饮美食｜烙锅｜南明区｜花果园｜服务争议：漏菜、后厨聚众凶顾客、卫生观感差｜游客笔记
POICAND-C2006A38B894E211,GYTRAVEL-S4-F011,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,李兰英湖南面馆（护国路店）,李兰英湖南面,湖南面,护国路,游客尝湖南面,弱（N52）,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,李兰英湖南面馆（护国路店）｜李兰英湖南面｜餐饮美食｜湖南面｜南明区｜护国路｜游客尝湖南面｜弱（N52）
POICAND-BBA9A80211ECFBE9,GYTRAVEL-S4-F011,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,杏一豆腐（青云市集店）,杏一豆腐,甜品,青云市集内,游客吃杏仁豆腐,弱（N26）,,,,,1,6a97197000000000110376fd,贵阳 Day 2,https://www.xiaohongshu.com/explore/6a97197000000000110376fd?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,杏一豆腐（青云市集店）｜杏一豆腐｜餐饮美食｜甜品｜南明区｜青云市集内｜游客吃杏仁豆腐｜弱（N26）
POICAND-5269B7427825C0CE,GYTRAVEL-S4-F008,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,树厨地道黔菜（青云市集店）,树厨·贵州菜,黔菜·家常炒菜,青云市集内,游客逛市集吃黔菜炒菜,强（N41/N51等游客）,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,树厨地道黔菜（青云市集店）｜树厨·贵州菜｜餐饮美食｜黔菜·家常炒菜｜南明区｜青云市集内｜游客逛市集吃黔菜炒菜｜强（N41/N51等游客）
POICAND-028173DA6A5AB021,GYTRAVEL-S4-F015,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,树厨（花果园店）,Shu Chu,黔菜,花果园,游客评价环境幽静、牛肉鲜嫩,弱（N90，2024-06，超36个月，仅背景）,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,树厨（花果园店）｜Shu Chu｜餐饮美食｜黔菜｜南明区｜花果园｜游客评价环境幽静、牛肉鲜嫩｜弱（N90，2024-06，超36个月，仅背景）
POICAND-0FD552F2171A54DA,GYTRAVEL-S4-F011,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,树厨（青云市集店）,树厨,黔菜,青云市集内,游客吃黔菜,中（N20、N30）,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,树厨（青云市集店）｜树厨｜餐饮美食｜黔菜｜南明区｜青云市集内｜游客吃黔菜｜中（N20、N30）
POICAND-9FCDACD2C8D0DA0F,GYTRAVEL-S4-F016,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,树熊猫咖啡,Shuxiongmao,咖啡特调,甲秀楼附近小巷,刺梨美式,中（2026-05单篇）,,,,,1,69f709a6000000001e00c676,阴雨天的贵阳小美好｜因为一家店爱上一座城,https://www.xiaohongshu.com/explore/69f709a6000000001e00c676?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,树熊猫咖啡｜Shuxiongmao｜餐饮美食｜咖啡特调｜南明区｜甲秀楼附近小巷｜刺梨美式｜中（2026-05单篇）
POICAND-8336565CA66EA0B1,GYTRAVEL-S4-F005,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,桐梓北门赵家羊肉粉（花果园店）,桐梓北门赵家羊肉粉,羊肉粉馆,花果园,游客早餐、24小时营业,中,,,,,1,6a7c29760000000025003bcf,在贵阳只待1天，我吃了这3家,https://www.xiaohongshu.com/explore/6a7c29760000000025003bcf?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,桐梓北门赵家羊肉粉（花果园店）｜桐梓北门赵家羊肉粉｜餐饮美食｜羊肉粉馆｜南明区｜花果园｜游客早餐、24小时营业｜中
POICAND-874CFCF11CA82DBC,GYTRAVEL-S4-F006,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,梁家辣子鸡,油榨街店,辣子鸡,油榨街菜市场,乌啦啦同款、游客打卡,中，约3篇（N11/N54/N55）,,,,,2,"69437eda000000001e0395c0
6950b4bb000000001e023604","梁家辣子鸡
贵阳油榨街｜本地人私藏的年味宝藏地","https://www.xiaohongshu.com/explore/69437eda000000001e0395c0?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6950b4bb000000001e023604?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,梁家辣子鸡｜油榨街店｜餐饮美食｜辣子鸡｜南明区｜油榨街菜市场｜乌啦啦同款、游客打卡｜中，约3篇（N11/N54/N55）
POICAND-E31D51D350BE3BA8,GYTRAVEL-S4-F001,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,毛辣果虾酸牛肉火锅,Maolaguo Xiashuan,虾酸牛肉火锅,甲秀楼附近,游客挑战发酵酸味火锅,证据强度：中（N5/N38）,,,,,2,"6aa5740d000000002502fb11
6aa795a000000000290113b1","J人总结😋吃过的贵阳好饭（合集）
🌶️贵州美食大赏！本地人私藏不踩雷","https://www.xiaohongshu.com/explore/6aa5740d000000002502fb11?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa795a000000000290113b1?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,毛辣果虾酸牛肉火锅｜Maolaguo Xiashuan｜餐饮美食｜虾酸牛肉火锅｜南明区｜甲秀楼附近｜游客挑战发酵酸味火锅｜证据强度：中（N5/N38）
POICAND-3680826BC87A09CC,GYTRAVEL-S4-F002,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,毛辣果虾酸牛肉火锅（甲秀楼店）,未确认,虾酸牛肉火锅,甲秀楼附近,贵州特色虾酸体验,弱（N34/N37 盘点提及，缺独立游客到店正文）,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,毛辣果虾酸牛肉火锅（甲秀楼店）｜未确认｜餐饮美食｜虾酸牛肉火锅｜南明区｜甲秀楼附近｜贵州特色虾酸体验｜弱（N34/N37 盘点提及，缺独立游客到店正文）
POICAND-41966D10282CDEC7,GYTRAVEL-S4-F011,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,毛辣果虾酸牛肉火锅（甲秀楼店）,毛辣果,虾酸牛肉火锅,甲秀楼附近,游客尝虾酸重口味,弱（N6）,,,,,2,"6a748227000000002500b74a
6a869e93000000003300dc73","贵阳人最爱吃的十家酸汤牛肉火锅
贵阳｜毛辣果虾酸牛肉火锅（甲秀楼店）","https://www.xiaohongshu.com/explore/6a748227000000002500b74a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a869e93000000003300dc73?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,毛辣果虾酸牛肉火锅（甲秀楼店）｜毛辣果｜餐饮美食｜虾酸牛肉火锅｜南明区｜甲秀楼附近｜游客尝虾酸重口味｜弱（N6）
POICAND-3C3F48AC9E185B56,GYTRAVEL-S4-F016,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,油榨街菜冠金宏农贸市场刺梨汁摊,Youzhajie,鲜榨刺梨汁,油榨街农贸市场内,买更便宜的鲜榨刺梨汁,中（2025-11单篇）,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,油榨街菜冠金宏农贸市场刺梨汁摊｜Youzhajie｜餐饮美食｜鲜榨刺梨汁｜南明区｜油榨街农贸市场内｜买更便宜的鲜榨刺梨汁｜中（2025-11单篇）
POICAND-2760D324144BFCA3,GYTRAVEL-S4-F018,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,湘当有味豆米火锅,湘当有味,豆米火锅,太平路店,游客尝平价豆米火锅,中,,,,,2,"69553bec000000001e00c48f
696251e6000000002103ecec","🇨🇳 贵阳| 探店分享合集
贵阳逛吃清单，闭眼冲不踩雷🤤","https://www.xiaohongshu.com/explore/69553bec000000001e00c48f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/696251e6000000002103ecec?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,湘当有味豆米火锅｜湘当有味｜餐饮美食｜豆米火锅｜南明区｜太平路店｜游客尝平价豆米火锅｜中
POICAND-94ABD30026BEFED7,GYTRAVEL-S4-F019,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,漓火 LIHO,漓火Studio/LIHO,融合菜餐厅,南明河畔独栋,河畔独栋临河环境、氛围感强，贵州口味融合菜，河边散步后小聚,中（N24/N30两篇独立笔记）,,,,,2,"6aa2b471000000002601a96e
6aa66aee000000002900e755","贵阳从来都不缺认真做味道的新店
贵阳新出的文艺街区，还挺好逛、挺好吃的！","https://www.xiaohongshu.com/explore/6aa2b471000000002601a96e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa66aee000000002900e755?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,漓火 LIHO｜漓火Studio/LIHO｜餐饮美食｜融合菜餐厅｜南明区｜南明河畔独栋｜河畔独栋临河环境、氛围感强，贵州口味融合菜，河边散步后小聚｜中（N24/N30两篇独立笔记）
POICAND-1AC6D56CAF479A88,GYTRAVEL-S4-F009,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,点德楼（逸天城店）,—,粤菜/茶餐厅,逸天城,实物与宣传不符：预制菜、无锅气、价格与实物不符,游客笔记,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,点德楼（逸天城店）｜—｜餐饮美食｜粤菜/茶餐厅｜南明区｜逸天城｜实物与宣传不符：预制菜、无锅气、价格与实物不符｜游客笔记
POICAND-0DE0B71FA55D8327,GYTRAVEL-S4-F011,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,爆肚王（花果园店）,爆肚王,爆肚,花果园周边,游客吃爆肚,弱（N40）,,,,,1,6979ce78000000001a031be4,贵阳真的好好吃！,https://www.xiaohongshu.com/explore/6979ce78000000001a031be4?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,爆肚王（花果园店）｜爆肚王｜餐饮美食｜爆肚｜南明区｜花果园周边｜游客吃爆肚｜弱（N40）
POICAND-B73803E90D840AFF,GYTRAVEL-S4-F019,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,猴子咖啡（森林公园山顶悬崖店）,猴子咖啡,咖啡馆,森林公园山顶悬崖，园林路33号附近,森林悬崖露台俯瞰贵阳城景、看日落，窑烤面包与甜酒咖啡,强（N47/N51/N53/N55/N57/N59等6篇独立笔记）,,,,,8,"6a11a67c0000000008003c3b
6a36832d0000000007010da0
6a38f2b300000000080247b8
6a4a0bbc000000000702332a
6a59a3b4000000000103285a
6a6b384400000000050298b2
6a942bcd000000002003aba9
6aa4ce820000000012000de7","贵阳猴子咖啡｜藏在森林悬崖边的治愈咖啡店
猴子咖啡 去了
贵阳喝不完的咖啡店-猴子咖啡森林公园
贵阳的咖啡馆怎么都这么会找地方！
贵州！雨天适合去的治愈小店🌧️🌧️（附机位📷
🍃藏在山里的避世小院｜森林里的咖啡店
那些贵阳公园里的咖啡馆｜第一期
薛凯琪同款｜贵阳山顶悬崖日落咖啡🌿","https://www.xiaohongshu.com/explore/6a11a67c0000000008003c3b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a36832d0000000007010da0?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a38f2b300000000080247b8?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a4a0bbc000000000702332a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a59a3b4000000000103285a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6b384400000000050298b2?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a942bcd000000002003aba9?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa4ce820000000012000de7?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,猴子咖啡（森林公园山顶悬崖店）｜猴子咖啡｜餐饮美食｜咖啡馆｜南明区｜森林公园山顶悬崖，园林路33号附近｜森林悬崖露台俯瞰贵阳城景、看日落，窑烤面包与甜酒咖啡｜强（N47/N51/N53/N55/N57/N59等6篇独立笔记）
POICAND-078EBC91ADB169EB,GYTRAVEL-S4-F004,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,甬江烟火,甬江烟火·宁波小馆,宁波菜／江浙菜,万象城 L502A,游客尝宁波海鲜风味,弱（2026-07 开业，N11 为商场官方通告，仅 1 条评论佐证，营销属性强）,,,,,1,6a5601350000000011005ec6,甬江烟火开业🌊这一口鲜，贵阳等了很久,https://www.xiaohongshu.com/explore/6a5601350000000011005ec6?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,甬江烟火｜甬江烟火·宁波小馆｜餐饮美食｜宁波菜／江浙菜｜南明区｜万象城 L502A｜游客尝宁波海鲜风味｜弱（2026-07 开业，N11 为商场官方通告，仅 1 条评论佐证，营销属性强）
POICAND-845CBFB1DE9BB5F2,GYTRAVEL-S4-F006,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,眼镜烙锅,亨特旁,烙锅,亨特国际旁,本地人推荐、游客尝鲜,弱，约1篇（N5）,,,,,1,69a2e18d000000001a0315ea,贵阳真正好吃的烙锅,https://www.xiaohongshu.com/explore/69a2e18d000000001a0315ea?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,眼镜烙锅｜亨特旁｜餐饮美食｜烙锅｜南明区｜亨特国际旁｜本地人推荐、游客尝鲜｜弱，约1篇（N5）
POICAND-9D107D465E0510C2,GYTRAVEL-S4-F011,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,石上·贵州麻辣牛肉火锅（南浦路店）,石上,牛肉火锅,南浦路,游客/聚餐吃白酸汤火锅,弱（N48）,,,,,1,6a465e670000000011012788,新开的！南明河边❤吃到TOP级好吃的白酸汤,https://www.xiaohongshu.com/explore/6a465e670000000011012788?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,石上·贵州麻辣牛肉火锅（南浦路店）｜石上｜餐饮美食｜牛肉火锅｜南明区｜南浦路｜游客/聚餐吃白酸汤火锅｜弱（N48）
POICAND-1181093629FEE6A4,GYTRAVEL-S4-F011,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,磨石院子,磨石院子,黔菜私房菜,瑞金南路（鱿鱼炖土鸡对面）,游客吃私房菜,弱（N51）,,,,,1,6a28040400000000150269e1,贵阳最值得推荐的院子私房菜,https://www.xiaohongshu.com/explore/6a28040400000000150269e1?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,磨石院子｜磨石院子｜餐饮美食｜黔菜私房菜｜南明区｜瑞金南路（鱿鱼炖土鸡对面）｜游客吃私房菜｜弱（N51）
POICAND-82B92D4CCD62EBFD,GYTRAVEL-S4-F004,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,离火 LIHO,离火 LIHO,融合创意料理（漂亮饭）,名族广场 A 座,游客吃漂亮饭、情侣约会,弱-中（N7 单篇真实体验，新开）,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,离火 LIHO｜离火 LIHO｜餐饮美食｜融合创意料理（漂亮饭）｜南明区｜名族广场 A 座｜游客吃漂亮饭、情侣约会｜弱-中（N7 单篇真实体验，新开）
POICAND-A70E486F44A0A281,GYTRAVEL-S4-F006,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,罗小二烙锅,护国路总店,烙锅,护国路甲秀楼附近,逛景区顺路、游客打卡,中，约3篇（N1/N7/N40）,,,,,4,"6a5e0033000000000c014488
6a7bed6000000000330097d4
6aa5740d000000002502fb11
6aa5f1e4000000000b0015c4","逛吃贵阳不迷茫→2026必吃美食榜单上新
2026贵阳必吃榜｜完整38家
一、火锅/豆米/酸汤/虾酸（14家）
1. 黔渔
J人总结😋吃过的贵阳好饭（合集）
贵阳美食篇儿😋😋","https://www.xiaohongshu.com/explore/6a5e0033000000000c014488?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7bed6000000000330097d4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa5740d000000002502fb11?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa5f1e4000000000b0015c4?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,罗小二烙锅｜护国路总店｜餐饮美食｜烙锅｜南明区｜护国路甲秀楼附近｜逛景区顺路、游客打卡｜中，约3篇（N1/N7/N40）
POICAND-CA9C5CFC14EB08FE,GYTRAVEL-S4-F011,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,翠薇小院·黔菜馆,翠薇小院,黔菜,甲秀楼旁南明河边,游客吃黔菜、四楼看甲秀楼夜景,中（N9）,,,,,1,69f60e56000000001f0024db,贵阳甲秀楼打卡位！,https://www.xiaohongshu.com/explore/69f60e56000000001f0024db?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,翠薇小院·黔菜馆｜翠薇小院｜餐饮美食｜黔菜｜南明区｜甲秀楼旁南明河边｜游客吃黔菜、四楼看甲秀楼夜景｜中（N9）
POICAND-CA85AA9F85D45908,GYTRAVEL-S4-F015,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,老凯俚酸汤鱼（醉苗乡店）,Lao Kai Li,酸汤鱼,醉苗乡,游客避雷服务差、黄辣丁土腥味,弱（N34）,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,老凯俚酸汤鱼（醉苗乡店）｜Lao Kai Li｜餐饮美食｜酸汤鱼｜南明区｜醉苗乡｜游客避雷服务差、黄辣丁土腥味｜弱（N34）
POICAND-5B02BD8EDF9C1934,GYTRAVEL-S4-F005,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,老贵阳全牛粉（尚义路店）,老贵阳全牛粉,牛肉粉馆,尚义路85号,游客尝试、本地人多,中,,,,,2,"6968c0ec000000001a0288bf
6a3df7e80000000021017a37","贵阳 | 嗦不完的粉 | 吃不完的酸汤
来吃吃贵阳 | 全牛粉大家吃过吧?","https://www.xiaohongshu.com/explore/6968c0ec000000001a0288bf?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a3df7e80000000021017a37?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,老贵阳全牛粉（尚义路店）｜老贵阳全牛粉｜餐饮美食｜牛肉粉馆｜南明区｜尚义路85号｜游客尝试、本地人多｜中
POICAND-D2830C556862A65B,GYTRAVEL-S4-F005,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,老贵阳全牛肉粉（玉厂路店）,老贵阳全牛肉粉,牛肉粉馆,玉厂路（地铁1号线沙冲路站附近）,游客打卡、牛筋12点后售罄,中,,,,,1,6922c410000000001e00150e,吃遍贵阳老店（1）老贵阳全牛肉粉,https://www.xiaohongshu.com/explore/6922c410000000001e00150e?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,老贵阳全牛肉粉（玉厂路店）｜老贵阳全牛肉粉｜餐饮美食｜牛肉粉馆｜南明区｜玉厂路（地铁1号线沙冲路站附近）｜游客打卡、牛筋12点后售罄｜中
POICAND-5ACD72137AF099DD,GYTRAVEL-S4-F005,1,20260914_贵阳特色热门美食体验_六区一市,南明区,餐饮美食,老贵阳糯米饭（青云路）,老贵阳糯米饭,糯米饭,青云路123号,游客品尝、油辣椒偏干妈味,弱,,,,,2,"69e6312a00000000230177ca
6a7de7ad000000002500d2b5","来吃吃贵阳 | 开在青云路上的糯米饭
不要在民生路买贵的糯米饭，吃这家老牌子！","https://www.xiaohongshu.com/explore/69e6312a00000000230177ca?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7de7ad000000002500d2b5?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,老贵阳糯米饭（青云路）｜老贵阳糯米饭｜餐饮美食｜糯米饭｜南明区｜青云路123号｜游客品尝、油辣椒偏干妈味｜弱
