行政区,POI业务类型,POI名称,外文/地图名,POI细分类型,地理位置描述,引用小红书帖子数,名称直接命中帖子数（非热度）,现库匹配状态,现库匹配记录,固定实体审核,最终处理结论,适合人群,主要到访/入住理由,证据样例标题,证据样例URL,重要口径
罗勇府,住宿酒店,Kerala Coco,Kerala Coco,海岛度假村,Ao Prao海滩,75,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,年轻度假,"相对便宜泳池小,客群更年轻",🇹🇭 试试把沙美岛AoPrao海滩说明白,https://www.xiaohongshu.com/explore/65cf93e4000000002d001ba8?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
罗勇府,住宿酒店,Le Vimarn / Aoprao Resort,Le Vimarn / Aoprao Resort,豪华度假村,Ao Prao海滩,75,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,高端度假,"同一个集团资源共享,客人以上年纪或家庭客为主",🇹🇭 试试把沙美岛AoPrao海滩说明白,https://www.xiaohongshu.com/explore/65cf93e4000000002d001ba8?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
罗勇府,住宿酒店,Likita Resort,Likita Resort,民宿度假村,码头对面,75,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,中转/性价比,"小木屋房型、有小泳池,出门就是海,性价比高","Staycation，泰国罗勇府班佩码头住到不想走
泰国沙美岛班佩码头交通住宿购物全攻略","https://www.xiaohongshu.com/explore/6a71f006000000000502b174?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69913da3000000001b01f11d?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
罗勇府,住宿酒店,Samed Tropical Resort,Samed Tropical Resort,海岛度假村,远离钻石沙滩,75,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,亲子/私密,"私密性强、礁石区浮潜可见砗磲和鱼群,780元两晚",曼谷2h直达果冻海✨沙美岛环岛上岛攻略,https://www.xiaohongshu.com/explore/6a4cbfe0000000001003d536?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
罗勇府,住宿酒店,Star Convention Hotel,Star Convention Hotel,商务酒店,Big C附近,75,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,商务/过渡,"打车10分钟约80泰铢,上楼办理入住",曼谷东站—罗勇市区star convention hotel,https://www.xiaohongshu.com/explore/6a76c2d9000000002c0044cc?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
罗勇府,住宿酒店,Tubtim Resort,Tubtim Resort,海岛度假村,岛中部,75,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,度假/躺平,"私人海滩、人少安静,600元/晚",沙美岛来对了,https://www.xiaohongshu.com/explore/6a8eff69000000002502467f?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
洛坤府,餐饮美食,225 Café Homemade,225 คาเฟ่ โฮมเมด,咖啡馆,洛坤,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,休闲放松,溪边咖啡店、虫鸣鸟叫环境,泰国不止有普吉甲米！洛坤府，南部宝藏地🛵,https://www.xiaohongshu.com/explore/6a5df157000000000f012a11?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
洛坤府,餐饮美食,Aston Gilbert Coffee,แอสตัน กิลเบิร์ต คาเฟ่,咖啡馆,洛坤,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照打卡,玻璃房咖啡馆、每个角落出片,泰国不止有普吉甲米！洛坤府，南部宝藏地🛵,https://www.xiaohongshu.com/explore/6a5df157000000000f012a11?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
洛坤府,景点观光,Khanom Beach,หาดขนอม,海滩,卡农县,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,海边休闲,本地人私藏海滩、水清沙幼人少、偶遇粉色海豚,泰国不止有普吉甲米！洛坤府，南部宝藏地🛵,https://www.xiaohongshu.com/explore/6a5df157000000000f012a11?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
洛坤府,景点观光,Khao Phlai Dam Coastal Road,เขาพลายดํา沿海公路,景观公路,洛坤,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,自驾/拍照,泰国最美海滨公路、8公里海岸线、远眺苏梅岛帕岸岛,泰国不止有普吉甲米！洛坤府，南部宝藏地🛵,https://www.xiaohongshu.com/explore/6a5df157000000000f012a11?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
洛坤府,景点观光,Wat Ai Khai,วัดไอ้ไข่,寺庙,洛坤,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,求财祈福,泰国超灵求财神庙、拜艾凯神童、烧炮仗还神、红公鸡雕像,泰国不止有普吉甲米！洛坤府，南部宝藏地🛵,https://www.xiaohongshu.com/explore/6a5df157000000000f012a11?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
洛坤府,景点观光,Khiriwong Village,หมู่บ้านคีรีวง,目的地城市与度假区,洛坤,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,自然爱好者,泰国公认空气最好小清新村、骑车溯溪、瀑布玩水,泰国不止有普吉甲米！洛坤府，南部宝藏地🛵,https://www.xiaohongshu.com/explore/6a5df157000000000f012a11?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
难府,餐饮美食,Bali Nan Viewpoint & Cafe,จุดชมวิวบาหลี น่าน แอนด์ คาเฟ่,观景台/咖啡馆,难府,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照打卡,人造景点、天空之门拍照、山景咖啡,🇹🇭泰国小众游 | 记录小狗的难府行,https://www.xiaohongshu.com/explore/694c0855000000001f00aaba?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
难府,餐饮美食,Pangwua Farm Cafe & Camping,ไร่ปางวัว,农场咖啡馆,难府,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,亲子/露营,评分高餐厅、烤猪肉必吃、露营体验,🇹🇭泰国小众游 | 记录小狗的难府行,https://www.xiaohongshu.com/explore/694c0855000000001f00aaba?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
难府,景点观光,Doi Phu Kha National Park,ดอยภูคา国家公园,国家公园,普卡县,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,自然爱好者,云海日出、星空观测、1715号观景台日落,泰国难府，47万人活成了世外桃源,https://www.xiaohongshu.com/explore/6a40d20f00000000110113e3?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
难府,景点观光,Nan National Museum,พิพิธภัณฑสถานแห่งชาติน่าน,博物馆,难府古城,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,历史爱好者,百年建筑、兰纳时期文物、历任统治者遗物,泰国难府，47万人活成了世外桃源,https://www.xiaohongshu.com/explore/6a40d20f00000000110113e3?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
难府,景点观光,Wat Phumin,วัดภูมินทร์,寺庙,难府古城,29,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,文化爱好者,"兰纳艺术壁画、""爱的低语""壁画、泰北文化符号","难府｜看普明寺壁画✨
泰国难府，47万人活成了世外桃源","https://www.xiaohongshu.com/explore/6a81790c0000000028033a7f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a40d20f00000000110113e3?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
难府,住宿酒店,Utopua Resort,ยูโทปัวว์ รีสอร์ท,度假酒店,难府,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,带宠物游客,房间大而新、含早餐、宠物友好(+500铢/晚),🇹🇭泰国小众游 | 记录小狗的难府行,https://www.xiaohongshu.com/explore/694c0855000000001f00aaba?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,Adaman Restaurant,阿达曼餐厅,海鲜大排档,海滩边,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,家庭/性价比,螃蟹、鱿鱼、豆腐汤、马杀鸡,10-万豪考拉adaman restaurant,https://www.xiaohongshu.com/explore/6a630d05000000000101cdd6?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,Bamboo Pool Bar,竹泳池吧,泳池酒吧,Le Méridien酒店,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,泳池小憩,清凉鸡尾酒、烟熏烧烤小食,泰国考拉美食全攻略🍴全天候度假味觉之旅,https://www.xiaohongshu.com/explore/691486240000000005031bfb?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,Ban Khao Lak Seafood,班考拉海鲜餐厅,湖景海鲜,kao kao kao湖边,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,庭院/特色,泰式庭院、马桶+蹲坑结合厕所,🇹🇭考拉•一家湖景餐厅,https://www.xiaohongshu.com/explore/698b3d9d000000001b0152ef?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,Beach Grill & Bar,海滨烧烤餐厅,海鲜烧烤,Le Méridien酒店内,51,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,情侣/日落,露天临海、炭火海鲜、落日氛围,"没有遗憾的普吉岛之旅从选对酒店开始
泰国考拉美食全攻略🍴全天候度假味觉之旅","https://www.xiaohongshu.com/explore/6a2ea71c000000003501f288?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/691486240000000005031bfb?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,Boonta by the Beach,邦塔海滩咖啡馆,玻璃房咖啡馆,海边,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,安静/自然,玻璃房子看海、建设中、细节需改进,"（Phang-nga攀牙湾）Boonta by the Beach🌵
地址：9",https://www.xiaohongshu.com/explore/64d67388000000000c035e2e?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,Coconut Jo's,椰子乔海滩酒吧,海滩酒吧,Le Méridien海滩,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,日落/躺平,新鲜椰子、特调鸡尾酒,泰国考拉美食全攻略🍴全天候度假味觉之旅,https://www.xiaohongshu.com/explore/691486240000000005031bfb?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,Delicacy Khaolak,美味考拉咖啡馆,巴厘风咖啡馆,Khuekkhak,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,甜品/拍照,巴厘岛风格、Timber巧克力甜品,"（KhaoLak考拉）Delicacy Khaolak🌷
地址：4, 12,",https://www.xiaohongshu.com/explore/66ae1fe30000000009017602?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,Gelato 39 Italian Ice Cream,意式冰淇淋店,冰淇淋,邦娘夜市附近,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,甜品/平价,69泰铢/球、无花果/黑巧克力味,考拉兰儒国家公园🏞️徒步路线和邦娘夜市,https://www.xiaohongshu.com/explore/693adc45000000001e028d33?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,Go Pong,高朋餐厅,泰式料理,主街,51,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,预算/争议,评价两极、有人推荐有人报吃,"向全世界安利普吉周边度假小镇—考拉
🌴 普吉岛北边小众宝藏海滨-Khao Lak考拉","https://www.xiaohongshu.com/explore/67d15c99000000001201ea99?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/691989db0000000007035282?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,Gop Phochana,戈普波查纳餐厅,地道泰南菜,渔村,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,地道体验,冬阴功皮鱼汤、虾仁炒臭豆、泰南特色,攀牙必吃地道泰南菜,https://www.xiaohongshu.com/explore/6a1e85c8000000001002d000?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,KOPI KUAPA Cafe,高巴咖啡,复古咖啡馆,老城区,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,文化漫游,百年老屋、南洋华人文化、安静,避开人潮｜普吉周边小众目的地推荐！,https://www.xiaohongshu.com/explore/67790b2c000000000900e8e5?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,La Malila Café,拉玛丽拉咖啡馆,咖啡/甜点,小巷,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,咖啡爱好者,白色建筑、自家烘焙、Khao Lak Roaster供豆,純白色建築有實力網美級咖啡廳咖啡烘焙冠軍,https://www.xiaohongshu.com/explore/684e69d90000000012006419?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,Latitude 08,纬度08大堂酒吧,精致酒廊,Le Méridien酒店,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,晚间小酌,盖茨比风格、手工鸡尾酒,泰国考拉美食全攻略🍴全天候度假味觉之旅,https://www.xiaohongshu.com/explore/691486240000000005031bfb?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,Le Scoop,乐思酷普,咖啡冰淇淋,Le Méridien酒店,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,下午茶,新鲜烘焙、自制gelato,泰国考拉美食全攻略🍴全天候度假味觉之旅,https://www.xiaohongshu.com/explore/691486240000000005031bfb?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,Makai Cafe and Space,牧井咖啡馆,日式木屋咖啡馆,小镇街角,51,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,治愈系,原木风、蛋挞推荐,"📍Makai Cafe and Space｜泰国攀牙府・泰米昂
（Phang-nga攀牙湾）🐋Makai Cafe and Space🪵
地","https://www.xiaohongshu.com/explore/6864bce100000000110038fa?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6235a7bc000000000102bbc3?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,Mali Restaurant,玛丽餐厅,海鲜,主街,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,海鲜爱好者,海鲜新鲜、蘸水绝,🌴 普吉岛北边小众宝藏海滨-Khao Lak考拉,https://www.xiaohongshu.com/explore/691989db0000000007035282?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,Mum Aroi,姆阿罗伊餐厅,海鲜大排档,渔村海边,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,海鲜/本地,木制架空餐厅、海鲜新鲜、螺推荐,攀牙府渔村里的海鲜小餐馆~普吉岛,https://www.xiaohongshu.com/explore/68a9e40d000000001b033b38?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,Nai Mueang Restaurant,奈孟餐厅,复古泰餐,镇中心,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,打卡/本地,泰南特色菜肴、复古风,避开人潮｜普吉周边小众目的地推荐！,https://www.xiaohongshu.com/explore/67790b2c000000000900e8e5?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,NernKhao View Talay,山顶景观餐厅,泰式料理,Ban Suansin酒店旁,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,摄影/景观,米其林、山顶view、人均60元,人均60元，都给我冲泰国攀牙山顶米其林餐厅,https://www.xiaohongshu.com/explore/63f6052600000000270299a4?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,OLIVE,橄榄意大利餐厅,意式料理,海滩旁,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,意餐/落日,手工窑烤披萨、意式和牛饺子、落日海景,落日海景🌅｜考拉海滩私藏餐厅推荐🍴,https://www.xiaohongshu.com/explore/6745a90900000000080056c6?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,Panasia Grill & Bar,帕纳西亚烧烤酒吧,屋顶餐厅,JW万豪6楼,51,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,高端/落日,唯一屋顶餐厅、自烤和牛、日式/西式/韩式套餐,"带娃出行，晚餐和按摩依然只属于我们两个人
考拉万豪唯一屋顶餐厅|自烤和牛+落日海景","https://www.xiaohongshu.com/explore/6a7c29960000000022010d8d?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69c2acdb000000002200e2b3?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,Ruan Thai Kitchen,阮泰厨房,泰式料理,海滩,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,性价比,龙虾1400铢、物美价廉、送糯米饭,来考拉海滩再不来这家餐厅我真的会…,https://www.xiaohongshu.com/explore/676415dc000000000b00c5ed?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,Takrai Thai Restaurant,塔克莱泰餐厅,正宗泰餐,JW万豪内,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,泰餐爱好者,南部泰式风味、冬阴功、咖喱,Takrai Thai Restaurant Khao Lak 泰餐,https://www.xiaohongshu.com/explore/6a5e370b0000000001030ee3?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,The Nest,巢穴餐厅,国际自助,Le Méridien酒店,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,全天候,户外露台、丰富自助、下午茶,泰国考拉美食全攻略🍴全天候度假味觉之旅,https://www.xiaohongshu.com/explore/691486240000000005031bfb?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,The Pizzeria,披萨店,意式披萨,Le Méridien酒店,51,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,家庭/换口味,木炉烘烤、经典意式,"考拉（蔻丽）一个泰国最喜欢的宝藏地
泰国考拉美食全攻略🍴全天候度假味觉之旅","https://www.xiaohongshu.com/explore/68f3b6e900000000070083c4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/691486240000000005031bfb?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,Tiewson,蒂乌森餐厅,泰式料理,镇中心(不靠海),51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,家庭/地道,椰子牛肉咖喱、打抛饭、蒜蓉系列,考拉（蔻丽）一个泰国最喜欢的宝藏地,https://www.xiaohongshu.com/explore/68f3b6e900000000070083c4?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,Valhalla 咖啡馆,山顶海景咖啡馆,咖啡/简餐,山上,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,摄影/海景,拿铁、橙味美式、榛子巧克力可颂,Valhalla 咖啡馆,https://www.xiaohongshu.com/explore/683d76b90000000022024cc6?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,餐饮美食,Valhalla Tree House,瓦尔哈拉树屋咖啡馆,森林系咖啡馆,山顶,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,摄影/网红,海景、透明玻璃屋、冲浪女星打造,拷叻最美森林系咖啡廳~泰國網紅拍照打卡,https://www.xiaohongshu.com/explore/6832da5b00000000120007f0?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,购物商业,Nang Thong 夜市,南通夜市,小型夜市,南通区,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,本地/平价,规模较小、本地美食、泰式按摩,🌴 普吉岛北边小众宝藏海滨-Khao Lak考拉,https://www.xiaohongshu.com/explore/691989db0000000007035282?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,交通服务,HinRomPier,欣罗姆码头,长尾船码头,攀牙湾入口,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,跳岛游,2000泰铢包船、皮划艇探洞,攀牙2天纯玩真实体验,https://www.xiaohongshu.com/explore/66e1103e0000000027000e7f?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,交通服务,Jian Wanich Pier,建瓦尼奇码头,轮渡码头,返回普吉,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,跨岛交通,150-200泰铢/人、1小时船程,如何去瑶亚岛（Koh Yao yai）也叫大长岛,https://www.xiaohongshu.com/explore/65c841f0000000000c007228?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,交通服务,Laem Hin Pier,莱姆欣码头(皇家码头),轮渡码头,瑶亚岛方向,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,跨岛交通,140-300泰铢/人、1.5小时船程,如何去瑶亚岛（Koh Yao yai）也叫大长岛,https://www.xiaohongshu.com/explore/65c841f0000000000c007228?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,交通服务,Sarasin Bridge,萨拉辛桥,跨海大桥,渔村,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,海鲜餐厅,桥边渔村、Mum Aroi餐厅,攀牙府渔村里的海鲜小餐馆~普吉岛,https://www.xiaohongshu.com/explore/68a9e40d000000001b033b38?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,景点观光,Bang Niang Beach,邦娘海滩,海滩,邦娘区,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,家庭/度假,细软白沙、果冻海、秋千架,🇹🇭泰国!考拉!不愧是亲子酒店天花板,https://www.xiaohongshu.com/explore/69e6ebaf000000002200eb84?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,景点观光,Khuk Khak Beach,库克卡克海滩,海滩,The Haven酒店前,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,静谧/成人,5000m2海水泳池、12岁+,🌊邂逅宁静——The Haven Khao Lak🌊,https://www.xiaohongshu.com/explore/6a6171b5000000000f0110cd?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,景点观光,Small Sandy Beach,小沙滩,隐蔽海滩,小众,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,安静/私密,人少、适合躺平,向全世界安利普吉周边度假小镇—考拉,https://www.xiaohongshu.com/explore/67d15c99000000001201ea99?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,景点观光,The Little Amazon Takuapa,小亚马逊塔库阿帕,雨林皮划艇,热带雨林,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,亲子/体验,500泰铢/大人、看野生动物(蛇),泰国南部 Phang Nga 攀牙的活动,https://www.xiaohongshu.com/explore/68cab5c10000000013034d3b?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,康养SPA,Finn Massage,芬恩按摩,精油按摩,邦娘夜市附近,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,性价比,650泰铢/小时、预约方便,🇹🇭考拉Khao Lak - 四天四夜,https://www.xiaohongshu.com/explore/69cbb7c4000000001a028066?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
