帖子知识ID,关联问题ID,来源采集阶段,小红书帖子ID,标题,作者,发布日期,URL,帖子正文,正文状态,正文字符数,点赞数,采集时间,内容SHA256,重复来源记录数,重要口径
XHSPOST-6A895DF1000000002402637A,GYTRAVEL-S3-A007,20260907_第三阶段_游客高频问题覆盖,6a895df1000000002402637a,旅居贵阳·悦享清凉｜清镇、乌当、贵安新区,贵阳文旅,2026-08-22,https://www.xiaohongshu.com/explore/6a895df1000000002402637a?xsec_token_redacted=1&xsec_source=pc_dots,"清镇湖畔的碧波慢时光🫧
乌当23℃山风里的田园烟火
贵安四季流转的山水画卷——
🙌三条线路，三种生态美学
把贵阳周边的清凉与诗意
一次性打包给你😆

✅清镇市👉“湖”韵漫行游线路
💡详情可看P2-P5

红枫湖畔，碧波藏诗意
蓝白村寨，烟火慰风尘

第一天在✓右二村的彩色小镇里
漫步彩绘墙之间
找一家湖畔咖啡店坐下
眼前是波光粼粼的湖面，耳边是微风轻吟
还可以驻足看艺术画展
下午去✓大冲村蓝白小寨
住进布依风情特色民宿
亲手体验非遗手作的温度

第二天上午去✓站街S湾的候鸟艺术营地
在S形湖湾旁静享湖畔咖啡
打卡艺术装置
下午去✓鲸落营地
在湖畔喝咖啡、自助烧烤
入夜搭起帐篷仰望漫天繁星
枕着湖水拍岸声入梦

🏠 住宿选择
古埃蒙民宿、未见山·且慢民宿、里查里诺、蓝调小院民宿、鲸落民宿……

🍜 地道美食
回族特色牛肉、玉岛红枫农家乐、七砂酸汤黄辣丁、鲸落烧烤……

✅乌当区👉避暑爽游环线之旅线路
💡详情可看P6-P9

在羊昌花画小镇领张“村民卡”
晨起太极、八段锦
午后手工课、门球象棋赛🎨
畅享花海观光、红色研学、田园采摘
真正做一回“临时村民”

✓去百宜镇逛“百园百品”农业园、天贵茶园、罗广梯田
✓去偏坡布依族乡参与民俗文化活动、非遗体验
✓去新堡乡体验亲子采摘、枫香染工坊、童梦溪田
✓打卡贵州天海美术馆

晚上回乌当城区，夜宿温泉酒店，体验原脉温泉
♨贵御温泉、保利国际温泉、乐湾国际温泉、万象温泉……

🍜 必吃清单
庖汤宴、偏坡米酒、新堡葡萄、王岗村柴火鸡……

🎁 伴手好物
枫香染布艺、蜡染围巾、羊昌花卉干花书签……

✅贵安新区👉四季山水画卷旅居线路
💡详情可看P10-P13

春樱、夏荷、秋枫、冬雪，四季流转不息

✓贵安樱花园：2.4万亩、70万株樱花，临水而生
✓贵州梅园：1200亩园区，5.2万株珍稀梅花品种，夏秋绣球盛开，冬春赏梅
✓云漫湖4A景区：森哒星生态公园、国际帐篷营地，森林步道、滨湖沙滩、亲子乐园……
✓车田问仙谷：峡谷徒步、溶洞探秘、温泉康养、布依长桌宴……
✓月亮湖公园：环湖休闲、生态观鸟

🍜 必吃美食
高峰野生菌火锅、布依长桌宴、羊艾茶香鸡、湖鲜全鱼宴……

🎁 伴手好物
樱花主题文创、梅花香薰、云漫湖纪念徽章……

三条线路，三种抵达清凉的方式
挑一个周末，或者索性住上一周🧳
去湖边发呆，去山间漫步，去花海入梦
#旅居贵阳悦享清凉[话题]# #爽爽贵阳[话题]# #贵阳文旅[话题]# #贵阳旅居[话题]# #精致旅居[话题]#",完整,1054,14,2026-09-07T02:16:08-07:00,62a3c30c694f589587c35c3bf793a229f7057c9f3d683a9ecd19bd73907f8be8,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6A896801000000002802C33F,GYTRAVEL-S3-A002,20260907_第三阶段_游客高频问题覆盖,6a896801000000002802c33f,贵阳亲子游亲测✨超良心旅游城市💕,Merry,2026-08-22,https://www.xiaohongshu.com/explore/6a896801000000002802c33f?xsec_token_redacted=1&xsec_source=pc_dots,"贵的是风景 不贵的是消费✨避坑小贴士

明天准备回成都了😜
网上说的没错：贵阳是很宝贵的旅游城市，但真的不贵！整理一份自己踩坑+实测的感想。

🚗交通｜贵阳打车真的巨便宜
全程打车自由！基本没超过20块，有优惠券更划算！公共交通也超友好！
✔️十里河滩格桑花：地铁直达超方便
✔️青岩古镇：地铁坐到桐木岭站再打车，返程也好打车，省时不累。

🌄景点避坑｜新手必看！
1.甲秀楼夜景
超级超级堵车！！
晚上想来看夜景千万别卡点来
一定要提前抵达，不然堵到崩溃😭
2.花果园白宫夜景
新手最容易踩雷！
只有栈道机位，才能拍到白宫完整全景+湖面倒影🌌
附出口干货：
拍照近👉花果园站D口
下午茶吃饭👉松花路站A口
3.青岩古镇
消费很平价、很亲民！
不用买贵的通票，10元基础入城票足够打卡精华
南门进超省力，背街、城墙打卡出片，避暑又少走路😊关键是，网上在暑假你是买不到 10 块钱的这个大门票的，必须在线下才能购买。而且要出示身份证😂

🍜美食｜听劝！别跟风网红店
真心建议：远离过度营销的网红店！！
网红店大多溢价、味道普通
让AI筛选本地人常去的老店，闭眼不踩雷、性价比封神🤩重点夸！！
贵阳非遗酸汤真的绝了😭
在成都从来没吃到过这么正宗、浓郁又好吃的酸汤，一口沦陷，来贵阳必吃！

🏨住宿实测｜两家酒店真实测评
❌喷水池智选假日酒店
房间小，特别是窗户很小，旺季电梯难等，早餐一般，还有这个床睡起来也不舒服，不推荐！离地铁远，去喷水池站要过几个天桥 还要去搞一个下穿地道😂公共交通出行不方便，最重要的是暑假旺季死贵死贵的价格，千万慎选。
✅南岳假日酒店
性价比直接拉满💯
单人早餐不到30元，还有不限量的鲜榨果汁，以及送到桌上的特色小吃。它的明档热灶有面、米粉，还有现包的抄手和水饺。才收那么一点点钱，这真的已经是性价比的天花板了！房间是落地窗，床垫是厚乳胶的，睡起来很有支撑感，非常舒适，干净舒服、体验感很好👍
唯一小缺点：离地铁站有距离。
靠地铁出行的慎选，喜欢打车自由的闭眼冲！

🤗裂墙推荐💕
大觉精舍🌙见笔记标记的地点❤️
喜欢拍照拍视频的，去这个地方简直是进入天堂了。虽然是很小的一个景点，但是非常非常的出片，里面还养了一只猫咪可以rua😜

#带娃去旅行[话题]# #2026旅行日记[话题]#  #贵阳旅游攻略[话题]# #贵阳避坑[话题]# #青岩古镇[话题]# #花果园白宫[话题]# #贵阳住宿测评[话题]# #十里河滩格桑花[话题]#",完整,1031,3,2026-09-07T02:08:49-07:00,02fe24aa87de31e050c62095109d41ce0a9ce90a32f7b6cf70ea90af26a5bada,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6A896CA3000000002202E815,GYTRAVEL-D007；GYTRAVEL-D008；GYTRAVEL-S3-T002,20260904_第一阶段；20260907_第三阶段_游客高频问题覆盖,6a896ca3000000002202e815,贵阳超全交通攻略｜外地游客直接抄作业,贵州日常生活记录,2026-08-22,https://www.xiaohongshu.com/explore/6a896ca3000000002202e815?xsec_token_redacted=1&xsec_source=pc_dots,"第一次来贵阳旅游，最怕落地不知道怎么进市区、去哪坐车、自驾怕踩坑！

[鼓掌R]今天一次性讲清楚，贵阳三大落地口岸+市区各区出行+自驾真相，看完再也不用绕路花冤枉钱✨

[飞机R]首先是龙洞堡机场落地
最推荐直接坐地铁2号线！不用出室外，直达喷水池、大十字、延安西路市中心，20多分钟、几块钱，不堵车超级省心。

深夜到没地铁，就坐机场大巴，覆盖花果园、高铁站各个方向，航班落地就有车。行李多、带老人小孩，直接打车，到市区也就20～50元。

🚄然后是高铁贵阳北站
离市区最近、交通最方便！出站就是地铁1号线，直达市中心，十几分钟就到。赶时间打车也很便宜，十几二十分钟就能进城，首选落地点！

最后是贵阳东站
重点提醒！离市区较远！
买票尽量优先选贵阳北！

🚌再说说贵阳各区怎么出行最方便
南明区、云岩区（市中心、甲秀楼、喷水池）：地铁全覆盖，走路+地铁完全够用，根本不用开车。

观山湖（万象汇、奥体中心）：距离远、景点分散，优先打车或自驾，地铁站点少走路很累。

花果园：人多车多巨堵车！千万别开车，全程步行+打车最舒服。

🚗最后解答大家最关心的自驾能不能来贵阳？
真心不推荐市区自驾！停车位难找，市区堵车严重。
如果是开车来贵阳的，建议大家把车停在酒店。
只是逛市区景点，公共交通完全够用。
如果后续要去贵阳周边，再自驾。

总结一句话：
落地选贵阳北、市区靠地铁、远区靠打车、周边再自驾！
掌握这套贵阳交通逻辑，旅游全程轻松不踩雷🌿#贵阳交通[话题]#",完整,632,64,2026-09-07T02:36:58-07:00,4a6a66fa508149d538424b8d25e55b801c19bb52f1a5b82eeb690e3398cad7ff,3,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6A89814200000000250043B1,GYTRAVEL-S3-A002；GYTRAVEL-S3-A007,20260907_第三阶段_游客高频问题覆盖,6a89814200000000250043b1,观山湖白云区的免费溜娃宝藏地,凤姐熊弟妈咪,2026-08-22,https://www.xiaohongshu.com/explore/6a89814200000000250043b1?xsec_token_redacted=1&xsec_source=pc_dots,"📍坐标：白云公园后面
🚌交通：开车的话停车场了步行20米就到。
公交站230在白云公园站下，步行500多米，交通超方便。

🏖沙滩里面还有滑梯和树屋，娃在树荫下玩沙还不用担心太晒，家长坐在旁边的树屋上吹吹风、歇一歇，简直是解放双手的好去处。沙滩旁边的湖也可以划船。

🫶更贴心的是：公园有给小朋友冲脚的水龙头。

[种草R]旁边小卖部：都是正常价，不用怕被宰。挖沙工具可以在里面买，我给娃买了2盒铲子，5块钱一看标签上，还是带3C认证的。这价格简直太亲民了。

🍭晚上八点半还有免费的烟花秀哦！

#贵阳溜娃免费公园[话题]# #贵阳周末去哪儿[话题]# #贵阳亲子游[话题]# #沙滩[话题]# #沙滩溜娃[话题]# #贵阳溜娃好去处[话题]#",完整,323,7,2026-09-07T02:16:08-07:00,8a0c23d3f950f3f09a02072a5fe2dfa594011caae8cc4d40ea0b6a9994b60eec,2,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6A899BBD0000000008013F38,GYTRAVEL-S3-T005,20260907_第三阶段_游客高频问题覆盖,6a899bbd0000000008013f38,贵阳甲秀楼附近停车🅿️🅿️🅿️,小蝴蝶小披风,2026-08-22,https://www.xiaohongshu.com/explore/6a899bbd0000000008013f38?xsec_token_redacted=1&xsec_source=pc_dots,今天在贵阳甲秀楼附近找停车位转了半个多小时，导航去的停车场全都挂着牌子，只能内部使用不对外开放，整得我们差点放弃，最后是万能的小红书拯救了我们，有个小姐姐分享了双雪巷，我们非常艰难地停进了最后一个门口的车位。后来在外面逛街吃饭的时候又发现了一个可以对外的停车场，可以导航联通大厦停车场，离甲秀楼很近，车位多，地方也宽敞，是地下车位停车，过来的朋友可以去这两个位置停车🅿️🅿️🅿️#贵阳旅游[话题]# #地下停车场[话题]# #甲秀楼[话题]# #甲秀楼夜景[话题]#,完整,233,6,2026-09-07T03:06:01-07:00,f2f3bbe2426717aad1b51976dfe708fcc3a52e725ca15446ea31bd4a42957ce5,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6A899D76000000003300A1E1,GYTRAVEL-S3-A002,20260907_第三阶段_游客高频问题覆盖,6a899d76000000003300a1e1,贵阳📍在黔灵山公园见到了雪碧猴和……！,裴宴的快乐密码,2026-08-22,https://www.xiaohongshu.com/explore/6a899d76000000003300a1e1?xsec_token_redacted=1&xsec_source=pc_dots,"贵州第[二R]天上：#贵阳[话题]# 观猴礼

📝D2原规划路线：
✅PlanA：黔灵山公园→贵阳北站→乌江寨
❌PlanB：黔灵山公园→花果园（白宫）→青岩古镇→遵义
👣上午计划完成度：💯。青岩古镇太远放弃，选了乌江寨。玩累了再回贵阳歇脚，不怕回头路……

游玩攻略：
🍜早餐：随便找了家店，水城羊肉粉、泡椒牛肉粉都好吃！果然早上第一顿必嗦粉
↓
✅黔灵山公园 （4A）：黔灵第一山⛰️必来❗
🎫门票：7:00-20:00，免费预约，分时段入场
👉🏻路线（有猴轻松版）：8:30南门进→左边上台阶→九曲径→9:00弘福寺（门票¥2）→坡路→9:30动物园→10:10过隧道→下破路→左转上台阶→10:40熊猫馆→回到上一段坡路→11:20东门出→菜市场
Tips：
▶️虽然出东门有段上坡路，但走一段还会下陡坡，整体南门→东门的路线还是合理的。如果东门进上坡会更多，也可以南门→南门，路程稍长些
▶️我们全程走走歇歇，所以耗时长些。沿途猕猴无处不在，真的是“两岸猿声啼不住”，男女老少猴、雪碧猴、蜜雪猴，遇到什么猴取决于游客带的什么……虽然轻装上阵，但还是不敢和猴哥对视，怕被挠！
▶️动物园（9:30营业）里有什么？
[一R]爬行动物区：蜥蜴、白蛇、龟、鳄鱼……
[二R]猛兽区：东北虎、黑熊、棕熊，没见狮、豹、狼……
[三R]食草动物区：黑天鹅、白天鹅、鹈鹕、鸭……
[四R]鸟类区：单程路，没进去
[五R]灵长区：狒狒、黑白疣猴、豚尾猴、灰斑悬猴……
[六R]熊猫馆（10:00营业）：星宝与海滨的家。大家对国宝的喜爱，决定了这段原本只要5min的路要排队好久……但，今天是星宝和海滨不想营业的一天。多嘴一句，场馆的玻璃也太脏了……
↓
❓花果园（白宫）：看时间自行决定。没去
↓
❓青岩古镇（5A）：门票¥10，安旅顺教资免门票，17:00后免门票。小景点套票¥60，17:40左右关。没去没发言权。以下攻略来自DeepSeek：
🌞 白天：参观定广门城楼、状元故居、文昌阁、慈云寺，适合拍古风大片
🌙 夜晚：散步、看夜景、吃美食。每周五、六晚有灯光秀或沉浸式夜游，节假日可能有非遗打铁花、光影秀表演

✏️写在最后：
▶️幸运地拥有了很多第一次：与游客共同欢呼迎接东北虎上班，见到了鹈鹕和很多没见过的灵长类——狒狒互相抓痒、黑白疣猴互殴、豚尾猴O型嘴招呼游客、灰斑悬猴飞檐走壁、雪碧猴、蜜雪猴……动物们的早餐也很健康丰盛
💙总体感受：不错，精彩且幸运的半天，该赶上的都赶上了！
🚶♀️今日步行19900+，还是穿运动鞋舒服～",完整,1068,2,2026-09-07T02:08:49-07:00,9f846731fc614500279891ccc03c5ed41ecc9ecafb5eadddeb0d11ef60854dde,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6A89B762000000002802333D,GYTRAVEL-D004,20260904_第一阶段,6a89b762000000002802333d,贵阳必吃🔥老饕私藏的炭烤王者一统烤肉！,汉庭贵阳喷水池民生路好吃街酒店,2026-08-22,https://www.xiaohongshu.com/explore/6a89b762000000002802333d?xsec_token_redacted=1&xsec_source=pc_dots,"👑贵阳深夜老饕私藏の宝藏烤肉店！

🚪 点名：一统烤肉（蔡家街）
🔥 特色：全炭火现烤 | 自助式体验 | 贵阳老字号

这家简直是贵阳烧烤界的隐藏boss！不是点餐制哦，烤肉师傅在炭火边现烤现送，热腾腾的烤串会轮流送到你面前 ~想吃就拿，不想吃就等下一轮，有种开盲盒的惊喜感✨

偷偷告诉你们个小技巧🤫：
看到喜欢的可以跟师傅喊话""这个再来一份！""立马安排加量！超贴心~

🌶️ 重口味星人狂喜：
酱香油辣 | 炭火香气MAX | 咸香适口
每口都能吃到纯正的贵州风味，香辣过瘾！

⭐必点王炸菜品：
• 酱爆麻辣小肉串（yyds！）
• 麻辣牛肉串（嫩到爆汁）
• 黄喉（脆爽惊艳）
• 牛筋（Q弹有嚼劲）
• 鱿鱼（鲜嫩弹牙）
• 掌中宝（脆嫩双重暴击）
• 鸡脚筋（越嚼越香）
• 鸡皮（焦香酥脆）
• 猪皮（胶原蛋白炸弹）
• 虾（鲜甜饱满）

✨Tips：建议晚餐时段早点去，人气超旺要排队哦~
深夜来顿这样的炭火烧烤，配上冰啤酒，简直不要太爽！🍻

#贵阳美食[话题]# #贵阳烧烤[话题]# #贵阳旅行[话题]# #贵州美食[话题]# #深夜食堂[话题]#",完整,486,2,2026-09-04T00:32:13-07:00,ab5f101855c0b18b3a062b6101fd06bfe53494c8e84e3d7d210152cf805f0561,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6A89B78C000000002603A478,GYTRAVEL-S2-H009,20260904_第二阶段_餐饮住宿扩充,6a89b78c000000002603a478,贵州三日游,香雪兰dvr,2026-08-22,https://www.xiaohongshu.com/explore/6a89b78c000000002603a478?xsec_token_redacted=1&xsec_source=pc_dots,"贵州过一个小周末，周五一早坐高铁到贵阳，入住甲秀楼旁边的美岸燕舍，在民宿的院子里面就能看到甲秀楼，靠近河边吹吹河风看看夜景，巴适得板。
DAY1中午到贵阳，办好入住，直接在民宿斜对面一家米粉店吃的拌粉，真的地道的贵阳味道，老板开了20年的店铺，铺子看着不咋样，味道很好，吃完在河边逛逛看看甲秀楼。再去文昌阁看看老城楼，晚上吃酸汤鱼和那个啥豆腐很好吃
DAY2黔灵山看猴子，猴子真的是超级多，而且都非常机灵，千万别提口袋，不然会被猴子爱上的，里面还有好多动物，熊猫，老虎，狮子都能看到，一个十足的动物园，晚上到民生路夜市吃小吃，蛋包饭，肠旺面，锅巴糍粑，土豆片，丝娃娃，太多好吃的了。烙锅和豆米火锅都没时间吃
DAY3早上直接坐高铁去安顺，看黄果树瀑布，行李寄存高铁站，坐直达车到黄果树瀑布。先去的大瀑布，看最壮观的景色。水帘洞要提前预约，大扶梯可以不用坐，其实没多远。时间充裕就天星桥，陡坡塘一起玩，我们时间比较紧张，选择的陡坡塘，看西游记里面的一个场景，很漂亮，而且从陡坡塘出来可以看到南天门。走到尽头过街往回走一段可以从上而下看大瀑布，就是13那张照片的俯视图，天气好还可以看到彩虹，很值得一去
贵州文旅有一个非常值得点赞的地方，教师资格证，医护人员证书，退伍军人到5A级景区都免首道门票，妥妥的福利",完整,552,1,2026-09-04T01:51:36-07:00,510a88975431cb05e9a943674392db8886744e96642dbdb450a6f284e9effc87,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6A89B8A0000000002603AA9A,GYTRAVEL-S2-F010,20260904_第二阶段_餐饮住宿扩充,6a89b8a0000000002603aa9a,近期吃到的🥹贵州好吃的店,mionf🌸,2026-08-22,https://www.xiaohongshu.com/explore/6a89b8a0000000002603aa9a?xsec_token_redacted=1&xsec_source=pc_dots,"来贵州只知道酸汤鱼？那你真的亏大了！😭 作为资深干饭人，我整理了这份【贵州必吃9家餐厅】清单，覆盖贵阳、兴义、紫云等地，人均50+吃到扶墙出！快码住👇

🥢 1. 野杜鹃·贵州菜(青云市集店)

📍南明区兴关路 |

青云市集热门榜第5！环境超有氛围，菜品正宗，是感受贵阳烟火气的首选。

🥢 2. 贵厨酸汤牛肉(会展城店)
有很多分店 看哪家不需要排队

📍观山湖区 |

1.5万+条好评！ 会展城销量榜第2！牛肉鲜切，酸汤开胃，蘸水是灵魂，饭点排队王！

🥢 3. 三个罐罐·非遗罐煨

📍兴义市富康财富中心

黔西南特色菜热门榜第1！ 非遗罐罐饭太香了，保温又入味，一人食或两人食都完美。

🥢 4. 王小姐私厨坊
直接到现场预约 打电话老板不接 太红了 好吃！
📍兴义市富兴东路

金州度假村美食榜第1！地道兴义味，分量足价格亲民，想吃正宗本地菜闭眼冲。

🥢 5. 一烙锅(友谊店)
很多家分店 看看哪一家离得近去哪家
📍云岩区友谊路 |

友谊路销量榜第1！ 万物皆可烙！洋芋、臭豆腐、五花肉，蘸上辣椒面香迷糊了，夜宵首选🔥。

🥢 6. 盘县铜锅牛肉馆

📍紫云县亚鲁王广场

紫云美食榜第3！原汁原味铜锅牛肉，汤鲜肉烂，暖胃又实惠，家庭聚餐首选。

🥢 7. 树番茄私房菜
来万峰林玩的人 可以选这家 环境挺好 吃的也还不错
📍兴义万峰林景区旁

黔西南私房菜热门榜第1！ 环境绝美，菜品精致有创意，逛完万峰林来这吃太惬意了。

🥢 8. 树厨贵州菜(青云市集店)

📍南明区青云路 |

贵阳站热门榜第3！青云市集实力派，口味大众，折耳根爱好者必打卡！

🥢 9. 金橘·雲上贵州菜

📍兴义市兴义大道

黔西南美食热门榜第1！ 环境服务在线，菜品颜值高，拍照出片，是兴义必吃的品质餐厅。

💡 干饭小贴士：

贵州菜偏辣偏酸，不能吃辣记得提前说“免辣”！热门店饭点人多，建议错峰或提前预订哦～

📌 收藏这篇，来贵州不迷路！

#贵阳探店[话题]# #黔菜[话题]# #青云市集[话题]# #兴义美食[话题]# #烙锅[话题]# #贵州旅游攻略[话题]##贵州亲子游[话题]# #贵州[话题]# #贵州菜[话题]##贵州美食[话题]#",完整,928,1,2026-09-04T01:39:32-07:00,212c1659a3a58813491a9cb24175d9ca9d0c9217419a73082fe72b724ff3e5ec,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6A89D5610000000028032410,GYTRAVEL-S3-F003,20260907_第三阶段_游客高频问题覆盖,6a89d5610000000028032410,贵阳南明区油榨街菜场的美食,知食分子,2026-08-23,https://www.xiaohongshu.com/explore/6a89d5610000000028032410?xsec_token_redacted=1&xsec_source=pc_dots,"油榨街菜场（地铁站B出口）上坡。本地艳红桃刚上市，5-10元1斤看品相和个头，我买的是一般5元一斤的，豆腐圆子15元一斤，一人吃个2-3个就可以了人少就按我说的份量称斤是算，本地人一般早上喜欢喝的是山花牛奶1953，中午吃饭完后喝山花酸奶1953,其他口味例如抹茶、折耳根味道的酸奶就可以选好一多，这家牛肉粉味道是可以的，肉是自己夹，少夹点加多了贵，建议控制人均在15-20元，油炸的这个是玉米粑粑和豆沙馅的粑粑，胃不好可以不考虑，还有蒸的玉米粑粑，菜场还有什么贵阳版的沙拉，就是烧辣椒，如果喜欢吃辣椒，可以买一点和牛肉粉一起吃，不喜欢辣椒就不要碰。市场里还有遵义蛋糕，感觉老人家喜欢，我是觉得有点油，还有艳红卤味、梁家辣子鸡，一直走出去，到小学门口还有家
王记湖南面馆，好吃的太多了，不一定全部挤到民生路去。贵钢站其实也是卧虎藏龙。感兴趣的评论留言加关注。#贵阳美食[话题]# #贵阳南明区[话题]# #烟火气美食[话题]#",完整,413,2,2026-09-07T02:52:44-07:00,68f6781fde20ad0a6e597092f18aca569ec19cbd2dc5f2dcbd977869a4f37114,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6A8A157900000000140274BA,GYTRAVEL-D001,20260904_第一阶段,6a8a157900000000140274ba,贵阳7大必打卡🔥本地人不坑人最全攻略,晚风渡我赴山河,2026-08-23,https://www.xiaohongshu.com/explore/6a8a157900000000140274ba?xsec_token_redacted=1&xsec_source=pc_dots,"来贵阳不知道去哪？
这7个精华点位人文/夜景/山水/古镇/小众秘境全覆盖
含门票 预约 交通 最佳拍照时间 避坑
新手直接抄作业！
1️⃣ 甲秀楼｜贵阳城市地标夜景天花板🏮
亮点：400年古楼+南明河夜景，老城氛围感拉满
门票：免费入园，上楼展馆10r
时间：9:00–18:00｜18:30亮灯夜景最美
交通：地铁2号线甲秀楼站步行可达
贴士：不用硬上楼！河边栈道拍倒影更出片，拍完顺路逛青云市集吃小吃
2️⃣ 贵阳白宫｜花果园顶级夜景宫殿🌃
亮点：纯白欧式宫殿+湖面倒影+双子塔同框，都市大片感
门票：免费（外围打卡）不用进园区
时间：19:00–21:30灯光最稳
交通：地铁3号线花果园站步行
贴士：傍晚去！白天很普通，夜景直接封神，环湖步道机位最佳
3️⃣ 黔灵山公园｜城市氧吧🐒
亮点：爬山吸氧、看湖景、寺庙祈福、看小猴
门票：免费
时间：6:30–22:00｜建议游玩2–3h
交通：地铁2号线黔灵山公园站直达
避坑：不要投喂、不要伸手摸猴子！弘福寺适合安静祈福
4️⃣ 青岩古镇｜600年明清古风古镇🏯
亮点：贵州四大古镇，青石板老街、古城楼、烟火老店
门票：大门票10r｜联票70r（含内部展馆）
时间：8:00–18:00｜半天游玩刚刚好
交通：地铁3号线青岩站，出站打车几分钟
必吃：青岩卤猪脚、豆腐圆子！穿汉服拍照巨出片
5️⃣ 天河潭｜贵阳小九寨山水秘境💦
亮点：浓缩贵州山水！瀑布、溶洞、湖泊、山水游船一站式体验
门票：大门票10r｜溶洞游船通票更划算（线上更便宜）
时间：8:30–17:30
交通：市区可坐天河潭专线
贴士：晴天湖水超清，坐船进溶洞视野绝美，很适合全家放松
6️⃣ 红枫湖｜高原治愈大湖泊🌊
亮点：贵阳最大高原湖泊，人少安静、看日落、散步放空
门票：免费
时间：全天｜傍晚日落最佳
交通：建议自驾/打车
贴士：适合避开人群慢旅行，湖边散步、拍照、吹风超治愈
7️⃣ 花溪夜郎谷｜小众魔幻艺术秘境🗿
亮点：深山石头古堡，异域魔幻画风，全网独一份小众大片
门票：成人20r，学生/老人半价
时间：8:30–19:00（18:00停止入园）
交通：建议打车/自驾
贴士：穿搭简约黑白灰更高级！不赶时间慢慢逛，每个角落都出片

#贵阳旅游[话题]# #贵阳打卡景点[话题]# #贵阳游玩攻略[话题]# #贵阳小众景点[话题]# #贵阳周边游[话题]#",完整,995,11,2026-09-04T00:22:26-07:00,301336df01890eae39e6c64bc229a5ac9775cf5760081196e9e848aab78d7751,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6A8A54C7000000002B001F6D,GYTRAVEL-S3-A005,20260907_第三阶段_游客高频问题覆盖,6a8a54c7000000002b001f6d,贵阳的小清迈  体验感很好的山寻斑斓,我是你棉姐呀,2026-08-23,https://www.xiaohongshu.com/explore/6a8a54c7000000002b001f6d?xsec_token_redacted=1&xsec_source=pc_dots,"[清单R]贵阳的咖啡真的很会，从溶洞瀑布卷到森林，直接沉浸式泰式雨林氛围感。
满眼繁茂绿植，溪水潺潺，木屋错落，造景层次很足，打卡聚会静待一下午都很适配。

[钱袋R]69r含一杯饮品。场地蛮大的，慢悠悠逛上一整个下午，逃离城市喧嚣。

[天幕R]坐标贵阳森林公园，市区打车直达

#贵阳探店[话题]# #山寻斑斓[话题]# #贵阳小清迈[话题]# #贵阳周末去哪儿[话题]# #贵阳旅游[话题]# #贵阳咖啡[话题]#",完整,210,29,2026-09-07T02:13:18-07:00,e57b8dd226ae2754fe47772575734dbd28dd71547ddb8e6a0ce06dd116b055ee,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
